QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VEHICYB,VEHICYB_,VEHICYR,VEHICYR_,VEHBSNZ,VEHBSNZ_,VEHNEWU,VEHNEWU_,VEHGFTC,VEHGFTC_,VEHPURMO,VEHP_RMO,VEHPURYR,VEHP_RYR,VFINSTAT,VFIN_TAT,TRADEX,TRADEX_,NETPURX,NETPURX_,DNPAYMTX,DNPA_MTX,PRINCIPX,PRIN_IPX,VEHQPMT,VEHQPMT_,PMT1MO,PMT1MO_,PMT1YR,PMT1YR_,PAYMENTX,PAYM_NTX,QINTRSTZ,QINT_STZ,QLOANM1Q,QLOA_M1Q,QBALNM1X,QBAL_M1X,QVINTM1X,QVIN_M1X,QVPRIM1X,QVPR_M1X,QLOANM2Q,QLOA_M2Q,QBALNM2X,QBAL_M2X,QVINTM2X,QVIN_M2X,QVPRIM2X,QVPR_M2X,QLOANM3Q,QLOA_M3Q,QBALNM3X,QBAL_M3X,QVINTM3X,QVIN_M3X,QVPRIM3X,QVPR_M3X,QTRADEX,QTRADEX_,QREIMBRZ,QREI_BRZ,QADITR1X,QADI_R1X,QADITR2X,QADI_R2X,QADITR3X,QADI_R3X,QDNPYMTX,QDNP_MTX,VEHEQTLN,VEHE_TLN,VEHICIB,VEHICIB_,MAKE,MAKE_,OVBPURCH,VFINANCE,FUELTYPE,FUEL_YPE,VPURINDV,VPUR_NDV,VINTRATE,VINT_ATE
20242,05683651,13,0,1,125,D,,A,,A,2,D,2,D,08,D,2021,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,,2,,A,1,D,,A
20242,05683661,20,0,1,110,D,42,D,,A,1,D,1,D,05,D,2021,D,2,D,8000,D,23000,D,0,D,23000,D,72,D,06,D,2021,D,362,D,.0420,D,34,D,13171,D,46,D,316,D,35,D,12855,D,45,D,317,D,36,D,12538,D,44,D,318,D,23000,D,,A,46,D,45,D,44,D,0,D,2,D,01,D,TOY,D,2,1,1,D,2,D,.0290,D
20242,05683671,11,0,1,110,D,35,D,,A,2,D,1,D,02,D,2022,D,2,D,,A,21235,D,3000,D,21744,D,75,D,03,D,2022,D,365,D,.0755,D,25,D,15852,D,100,D,265,D,26,D,15587,D,98,D,267,D,27,D,15320,D,96,D,269,D,21235,D,,A,100,D,98,D,96,D,3000,D,2,D,01,D,JEE,D,,1,1,D,2,D,.1390,D
20242,05683681,9,0,1,110,D,29,D,,A,2,D,1,D,11,D,2021,D,2,D,,A,12000,D,2000,D,13432,D,60,D,11,D,2021,D,260,D,.0605,D,29,D,7665,D,39,D,221,D,30,D,7444,D,38,D,222,D,31,D,7221,D,36,D,224,D,12000,D,,A,39,D,38,D,36,D,2000,D,2,D,01,D,TOY,D,,1,1,D,2,D,.0299,D
20242,05683681,10,0,1,110,D,32,D,,A,2,D,1,D,04,D,2013,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,FOR,D,,1,1,D,2,D,,A
20242,05683681,11,0,1,150,D,,A,,A,2,D,1,D,04,D,2021,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,,2,,A,1,D,,A
20242,05683681,12,0,1,150,D,,A,,A,1,D,1,D,04,D,2023,D,2,D,,A,7000,D,2000,D,4486,D,60,D,04,D,2023,D,89,D,.0705,D,12,D,3776,D,22,D,67,D,13,D,3709,D,22,D,67,D,14,D,3642,D,21,D,68,D,7000,D,,A,22,D,22,D,21,D,2000,D,2,D,04,D,,A,2,1,,A,2,D,,C
20242,05683731,14,0,1,100,D,41,D,,A,1,D,1,D,05,D,2021,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,HON,D,2,2,1,D,2,D,,A
20242,05683741,23,0,1,110,D,40,D,,A,2,D,1,D,11,D,2020,D,2,D,,A,32000,D,3000,D,29000,D,72,D,12,D,2020,D,447,D,.0350,D,40,D,14054,D,41,D,406,D,41,D,13648,D,40,D,407,D,42,D,13240,D,39,D,408,D,32000,D,,A,41,D,40,D,39,D,3000,D,,C,01,D,NIS,D,,1,1,D,1,D,,C
20242,05683741,24,0,1,100,D,41,D,,A,1,D,1,D,11,D,2021,D,2,D,,A,31000,D,3000,D,31000,D,72,D,12,D,2021,D,528,D,.0695,D,28,D,20848,D,121,D,407,D,29,D,20441,D,118,D,410,D,30,D,20031,D,116,D,412,D,31000,D,,A,121,D,118,D,116,D,3000,D,,C,02,D,HON,D,2,1,1,D,2,D,,C
20242,05683741,25,0,1,100,D,36,D,,A,2,D,1,D,03,D,2024,D,,A,,A,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5000,D,,A,,A,,A,,A,,A,,A,03,D,FOR,D,,2,1,D,1,D,,A
20242,05683771,11,0,1,110,D,38,D,,A,1,D,1,D,05,D,2018,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,HYU,D,,2,1,D,2,D,,A
20242,05683781,42,0,1,100,D,32,D,,A,2,D,1,D,07,D,2023,D,,A,1000,D,11000,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,11000,D,,A,,A,,A,,A,1000,D,1,D,01,D,BUI,D,,2,1,D,2,D,.0864,D
20242,05683811,23,0,1,110,D,35,D,,A,1,D,1,D,06,D,2015,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TOY,D,,1,1,D,2,D,,A
20242,05683811,24,0,1,110,D,30,D,,A,1,D,1,D,12,D,2010,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,TOY,D,,1,1,D,2,D,,A
20242,05683861,15,0,1,100,D,31,D,,A,1,D,1,D,,C,2011,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TOY,D,,1,1,D,2,D,,A
20242,05683861,16,0,1,110,D,39,D,,A,1,D,1,D,09,D,2019,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,TOY,D,1,2,1,D,2,D,,A
20242,05683861,17,0,1,110,D,44,D,,A,1,D,1,D,01,D,2024,D,2,D,,A,40000,D,14000,D,26000,D,60,D,02,D,2024,D,549,D,.0975,D,2,D,25662,D,209,D,340,D,3,D,25322,D,206,D,343,D,4,D,24978,D,203,D,346,D,40000,D,,A,209,D,206,D,203,D,14000,D,2,D,03,D,HON,D,3,1,3,D,2,D,,C
20242,05683934,21,0,1,100,D,38,D,,A,1,D,1,D,03,D,2018,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TES,D,,1,4,D,2,D,,A
20242,05683934,22,0,1,110,D,41,D,,A,1,D,1,D,02,D,2021,D,2,D,8000,D,50000,D,0,D,37617,D,72,D,04,D,2021,D,580,D,.0350,D,36,D,20314,D,59,D,521,D,37,D,19793,D,58,D,522,D,38,D,19271,D,56,D,524,D,50000,D,,A,59,D,58,D,56,D,0,D,2,D,02,D,JEE,D,2,1,3,D,2,D,.0350,D
20242,05683941,22,0,1,110,D,36,D,,A,2,D,1,D,10,D,2018,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,LEX,D,,1,1,D,2,D,,A
20242,05683941,23,0,1,100,D,38,D,,A,2,D,1,D,07,D,2022,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,TOY,D,,2,1,D,1,D,,A
20242,05683941,24,0,1,100,D,26,D,,A,2,D,1,D,10,D,2015,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,TOY,D,,2,1,D,1,D,,A
20242,05683961,15,0,1,110,D,34,D,,A,1,D,1,D,08,D,2014,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,NIS,D,,1,1,D,2,D,,A
20242,05683991,57,0,1,110,D,37,D,,A,1,D,1,D,07,D,2017,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TOY,D,,1,1,D,2,D,,A
20242,05683991,58,0,1,100,D,35,D,,A,2,D,1,D,03,D,2024,D,2,D,,A,12000,D,4700,D,8500,D,72,D,04,D,2024,D,178,D,.1455,D,,A,,A,,A,,A,1,D,8500,D,103,D,75,D,2,D,8425,D,102,D,76,D,12000,D,,A,,A,103,D,102,D,4700,D,2,D,02,D,SUB,D,,1,1,D,2,D,.0520,D
20242,05683991,59,0,1,110,D,26,D,,A,2,D,1,D,07,D,2022,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,VOV,D,,2,1,D,1,D,,A
20242,05683991,60,0,1,110,D,41,D,,A,1,D,1,D,07,D,2020,D,2,D,,A,45000,D,17000,D,14343,D,60,D,08,D,2020,D,259,D,.0320,D,44,D,4299,D,11,D,248,D,45,D,4052,D,11,D,248,D,46,D,3803,D,10,D,249,D,45000,D,,A,11,D,11,D,10,D,17000,D,2,D,04,D,VOK,D,2,1,1,D,2,D,.0320,D
20242,05684001,20,0,1,100,D,37,D,,A,2,D,1,D,06,D,2019,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,GMC,D,,1,1,D,2,D,,A
20242,05684001,21,0,1,110,D,35,D,,A,1,D,1,D,12,D,2016,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,HON,D,,1,1,D,2,D,,A
20242,05684011,16,0,1,100,D,38,D,,A,2,D,1,D,04,D,2019,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,SUB,D,,1,1,D,2,D,,A
20242,05684061,21,0,1,110,D,39,D,,A,2,D,1,D,03,F,2022,D,2,D,,A,,C,,C,24899,D,60,D,12,D,2022,D,500,D,.0755,D,16,D,19516,D,123,D,377,D,17,D,19139,D,120,D,380,D,18,D,18759,D,118,D,382,D,,B,0.15,D,105,D,102,D,100,D,,C,2,D,01,D,JEE,D,,1,1,D,2,D,,C
20242,05684101,32,0,1,110,D,40,D,,A,1,D,1,D,10,D,2019,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,01,D,LEX,D,1,1,3,D,2,D,.0080,D
20242,05684101,33,0,1,110,D,35,D,,A,1,D,1,D,,C,2015,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,LEX,D,,1,1,D,2,D,,A
20242,05684101,34,0,1,110,D,28,D,,A,1,D,1,D,04,D,2008,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,TOY,D,,1,1,D,2,D,,A
20242,05684121,6,0,1,100,D,35,D,,A,2,D,1,D,01,D,2019,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TOY,D,,1,1,D,2,D,,A
20242,05684151,16,0,1,110,D,31,D,,A,2,D,1,D,03,D,2021,D,2,D,1000,D,11000,D,1000,D,14466,D,60,D,04,D,2021,D,280,D,.0605,D,36,D,6562,D,33,D,247,D,37,D,6315,D,32,D,248,D,38,D,6067,D,31,D,249,D,11000,D,,A,33,D,32,D,31,D,1000,D,2,D,01,D,CHE,D,,1,1,D,2,D,,C
20242,05684151,17,0,1,110,D,15,D,,A,2,D,1,D,07,D,2019,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,FOR,D,,2,1,D,2,D,,A
20242,05684151,18,0,1,110,D,10,D,,A,2,D,1,D,08,D,2010,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,DOD,D,,2,1,D,2,D,,A
20242,05684161,26,0,1,110,D,40,D,,A,2,D,1,D,05,D,2021,D,2,D,6000,D,56000,D,0,D,42125,D,60,D,05,D,2021,D,772,D,.0380,D,35,D,19239,D,61,D,711,D,36,D,18528,D,59,D,713,D,37,D,17814,D,56,D,716,D,56000,D,,A,61,D,59,D,56,D,0,D,2,D,01,D,CHE,D,,1,1,D,2,D,.0380,D
20242,05684161,27,0,1,110,D,36,D,,A,2,D,1,D,08,D,2021,D,2,D,10000,D,32000,D,0,D,32000,D,84,D,08,D,2021,D,494,D,.0770,D,32,D,22134,D,142,D,352,D,33,D,21782,D,140,D,354,D,34,D,21428,D,137,D,357,D,32000,D,,A,142,D,140,D,137,D,0,D,2,D,02,D,GMC,D,,1,1,D,2,D,.0350,D
20242,05684161,28,0,1,165,D,,A,,A,2,D,1,D,,C,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,,2,,A,1,D,,A
20242,05684211,22,0,1,100,D,37,D,,A,1,D,1,D,05,D,2017,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,MIN,D,,1,1,D,2,D,,A
20242,05684211,23,0,1,110,D,26,D,,A,1,D,1,D,09,D,2006,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,GMC,D,,1,1,D,2,D,,A
20242,05684211,24,0,1,100,D,,C,,A,2,D,1,D,,C,,C,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,CHE,D,,1,1,D,2,D,,A
20242,05684211,25,0,1,150,D,,A,,A,2,D,1,D,,C,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,2,,A,1,D,,A
20242,05684261,15,0,1,100,D,40,D,,A,1,D,1,D,07,D,2020,D,2,D,,A,30000,D,0,D,27393,D,60,D,08,D,2022,D,491,D,.0290,D,20,D,19144,D,46,D,445,D,21,D,18699,D,45,D,446,D,22,D,18253,D,44,D,447,D,30000,D,,A,46,D,45,D,44,D,0,D,2,D,01,D,SUB,D,2,1,1,D,2,D,.0290,D
20242,05684301,10,0,1,110,D,13,D,,A,2,D,1,D,06,D,2013,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,FOR,D,,2,1,D,2,D,,A
20242,05684301,11,0,1,110,D,20,D,,A,2,D,1,D,06,D,2024,D,,A,,A,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1800,D,,A,,A,,A,,A,,A,,A,02,D,JEE,D,,2,1,D,1,D,,A
20242,05684301,12,0,1,110,D,19,D,,A,2,D,1,D,02,D,2023,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,FOR,D,,2,1,D,1,D,,A
20242,05684341,13,0,1,100,D,30,D,,A,1,D,1,D,12,D,2009,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TOY,D,,1,1,D,2,D,,A
20242,05684421,24,0,1,110,D,36,D,,A,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,MAZ,D,,,1,D,,A,,A
20242,05684421,25,0,1,110,D,30,D,,A,1,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,NIS,D,,,1,D,2,D,,A
20242,05684441,13,0,1,110,D,31,D,,A,2,D,1,D,05,D,2023,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,KIA,D,,2,1,D,1,D,,A
20242,05684491,8,0,1,110,D,38,D,,A,1,D,1,D,05,D,2018,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,HYU,D,,1,1,D,2,D,,A
20242,05684501,17,0,1,110,D,33,D,,A,1,D,1,D,05,D,2013,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,NIS,D,,1,1,D,2,D,,A
20242,05684501,18,0,1,110,D,42,D,,A,1,D,1,D,05,D,2022,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,HON,D,2,1,1,D,2,D,,A
20242,05684511,19,0,1,110,D,36,D,,A,2,D,1,D,04,F,2021,D,2,D,,A,38000,D,1000,D,31515,D,60,D,11,D,2021,D,610,D,.0605,D,29,D,17985,D,91,D,519,D,30,D,17466,D,88,D,522,D,31,D,16944,D,85,D,525,D,38000,D,,A,91,D,88,D,85,D,1000,D,2,D,01,D,GMC,D,,1,1,D,2,D,,C
20242,05684511,20,0,1,110,D,27,D,,A,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,CHE,D,,,1,D,,A,,A
20242,05684511,21,0,1,200,D,,A,,A,2,D,1,D,05,F,2021,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,,2,,A,,C,,A
20242,05684541,28,0,1,110,D,32,D,,A,1,D,1,D,03,D,2012,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,FOR,D,,1,1,D,2,D,,A
20242,05684541,29,0,1,110,D,35,D,,A,2,D,1,D,03,F,2021,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,CHE,D,,2,1,D,1,D,,A
20242,05684541,30,0,1,125,D,,A,,A,1,D,1,D,03,D,2012,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,,2,,A,2,D,,A
20242,05684561,15,0,1,100,D,34,D,,A,1,D,1,D,03,D,2014,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,CHE,D,,2,1,D,2,D,,A
20242,05684561,16,0,1,110,D,21,D,,A,1,D,1,D,09,D,2001,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,FOR,D,,1,2,D,2,D,,A
20242,05684571,24,0,1,110,D,30,D,,A,2,D,1,D,06,D,2022,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,ACU,D,,2,1,D,1,D,,A
20242,05684571,25,0,1,100,D,25,D,,A,2,D,1,D,06,D,2019,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,TOY,D,,2,3,D,1,D,,A
20242,05684591,28,0,1,110,D,36,D,,A,1,D,1,D,12,D,2016,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,KIA,D,,1,1,D,2,D,,A
20242,05684591,29,0,1,100,D,39,D,,A,1,D,1,D,04,D,2019,D,2,D,,C,26000,D,2000,D,26000,D,72,D,06,D,2019,D,460,D,.0835,D,58,D,6557,D,46,D,414,D,59,D,6143,D,43,D,417,D,60,D,5726,D,40,D,420,D,26000,D,,A,46,D,43,D,40,D,2000,D,2,D,02,D,HON,D,2,1,1,D,2,D,.0690,D
20242,05684621,22,0,1,110,D,36,D,,A,1,D,1,D,,C,2016,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,HON,D,,2,1,D,2,D,,A
20242,05684621,23,0,1,110,D,41,D,,A,2,D,1,D,08,D,2021,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,SUB,D,,2,1,D,2,D,,A
20242,05684671,39,0,1,110,D,01,D,,A,2,D,1,D,04,D,2010,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,XXX,T,,2,1,D,1,D,,A
20242,05684671,40,0,1,110,D,01,D,,A,2,D,1,D,07,D,2002,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,XXX,T,,2,1,D,1,D,,A
20242,05684671,41,0,1,100,D,01,D,,A,2,D,1,D,08,D,2006,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,XXX,T,,2,1,D,1,D,,A
20242,05684671,42,0,1,100,D,01,D,,A,2,D,1,D,09,D,2008,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,XXX,T,,2,1,D,1,D,,A
20242,05684671,43,0,1,110,D,39,D,,A,1,D,1,D,11,D,2019,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,XXX,T,1,1,1,D,2,D,,A
20242,05684671,44,0,1,100,D,31,D,,A,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,XXX,T,,,1,D,,A,,A
20242,05684671,45,0,1,110,D,31,D,,A,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,XXX,T,,,2,D,,A,,A
20242,05684721,8,0,1,110,D,,C,,A,,C,,C,,C,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,,A,,2,,C,,C,,A
20242,05684731,20,0,1,110,D,26,D,,A,2,D,1,D,09,D,2013,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,NIS,D,,1,1,D,2,D,,A
20242,05684731,21,0,1,110,D,43,D,,A,1,D,1,D,05,D,2023,D,2,D,,A,51000,D,0,D,51000,D,84,D,06,D,2023,D,744,D,.0595,D,10,D,46491,D,231,D,513,D,11,D,45978,D,228,D,516,D,12,D,45462,D,225,D,519,D,51000,D,,A,231,D,228,D,225,D,0,D,2,D,02,D,HON,D,2,1,1,D,2,D,.0650,D
20242,05684751,16,0,1,100,D,44,D,,A,1,D,1,D,02,D,2024,D,2,D,1900,D,30000,D,2500,D,31980,D,84,D,03,D,2024,D,494,D,.0770,D,1,D,31980,D,205,D,289,D,2,D,31691,D,203,D,291,D,3,D,31401,D,201,D,293,D,30000,D,,A,205,D,203,D,201,D,2500,D,2,D,01,D,KIA,D,2,1,1,D,2,D,.0775,D
