QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TELBSNZ,TELBSNZ_,TELRESD,TELRESD_,TELCELL,TELCELL_,TINTNET,TINTNET_,TCABLE,TCABLE_,BILPERD,BILPERD_,QADINE1X,QADI_E1X,QADINE2X,QADI_E2X,QADINE3X,QADI_E3X,QADCAB1X,QADC_B1X,QADCAB2X,QADC_B2X,QADCAB3X,QADC_B3X,TELRES1X,TELR_S1X,TELRES2X,TELR_S2X,TELRES3X,TELR_S3X,TELCEL1X,TELC_L1X,TELCEL2X,TELC_L2X,TELCEL3X,TELC_L3X,TELBLPRS,TELB_PRS,TPHONE,TPHONE_,TELPURCH,TELMOBI,TELMOBI_,TELLAND,TELLAND_,TELOTHER,TELO_HER
20243,05795901,30,0,1,,A,,A,,A,1,D,1,D,,A,43,E,44,E,42,E,90,E,91,E,91,E,39,E,40,E,41,E,,A,,A,,A,,A,,A,2,2,D,1,D,2,D
20243,05795901,31,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,106,D,106,D,106,D,,A,,A,2,1,D,2,D,2,D
20243,05795991,19,0,1,,A,,A,,A,1,D,1,D,,A,59,G,59,G,56,G,115,G,115,G,121,G,52,G,52,G,50,G,74,G,74,G,73,G,,A,,A,2,1,D,1,D,2,D
20243,05796021,23,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,115,D,115,D,90,D,,A,,A,2,1,D,2,D,2,D
20243,05796021,24,0,1,,A,,A,,A,1,D,2,D,,A,190,D,190,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,1,D
20243,05796061,14,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,1,1,D,2,D,2,D
20243,05796061,15,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05796061,16,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05796081,14,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,48,D,48,D,48,D,,A,,A,2,1,D,2,D,2,D
20243,05796081,15,0,1,,A,,A,,A,1,D,2,D,,A,100,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05796101,42,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,195,D,195,D,195,D,,A,,A,2,1,D,2,D,2,D
20243,05796101,43,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,,A,,1,D,2,D,2,D
20243,05796101,44,0,1,,A,,A,,A,1,D,2,D,,A,99,D,99,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05796111,25,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,175,E,175,E,175,E,,A,,A,,A,75,E,75,E,75,E,,A,,A,1,1,D,2,D,2,D
20243,05796121,56,0,1,0.50,D,,A,,A,1,D,2,D,,A,30,D,30,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05796131,19,0,1,,A,,A,,A,1,D,2,D,,A,31,E,31,E,31,E,,A,,A,,A,,A,,A,,A,44,E,44,E,44,E,,A,,A,1,1,D,2,D,2,D
20243,05796131,20,0,1,,A,,A,,A,1,D,2,D,,A,105,D,105,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05796131,21,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,25,D,25,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05796161,9,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,,A,1,1,D,2,D,2,D
20243,05796161,10,0,1,,A,,A,,A,1,D,1,D,,A,41,E,40,E,40,E,86,E,87,E,87,E,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05796181,32,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,135,D,135,D,135,D,,A,,A,2,1,D,2,D,2,D
20243,05796181,33,0,1,,A,,A,,A,1,D,1,D,,A,61,E,61,E,61,E,84,E,84,E,84,E,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05796211,14,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,89,D,89,D,89,D,,A,,A,2,1,D,2,D,2,D
20243,05796271,20,0,1,,A,,A,,A,1,D,2,D,,A,93,D,93,D,93,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05796331,14,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,,A,1,1,D,2,D,2,D
20243,05796331,15,0,1,,A,,A,,A,1,D,1,D,,A,20,E,20,E,20,E,41,E,41,E,41,E,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05796341,14,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,63,D,63,D,63,D,,A,,A,1,1,D,2,D,2,D
20243,05796351,25,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,224,D,224,D,224,D,,A,,A,2,1,D,2,D,2,D
20243,05796351,26,0,1,,A,,A,,A,1,D,2,D,,A,91,D,91,D,91,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05796381,39,0,1,,A,,A,,A,1,D,1,D,,A,82,E,79,E,79,E,96,E,98,E,98,E,48,E,49,E,49,E,,A,,A,,A,,A,,A,2,2,D,1,D,2,D
20243,05796381,40,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,105,D,105,D,,A,,A,2,1,D,2,D,2,D
20243,05796401,23,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,170,D,170,D,170,D,,A,,A,2,1,D,2,D,2,D
20243,05796431,35,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,360,D,360,D,360,D,,A,,A,2,1,D,2,D,2,D
20243,05796431,36,0,1,,A,,A,,A,1,D,1,D,,A,134,E,137,E,138,E,129,E,126,E,125,E,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05796463,19,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,,A,2,1,D,2,D,2,D
20243,05796463,20,0,1,,A,,A,,A,1,D,1,D,1,D,0,D,0,D,31,E,0,D,0,D,59,E,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05796481,16,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,194,D,194,D,194,D,,A,,A,2,1,D,2,D,2,D
20243,05796481,17,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05796481,18,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,162,D,162,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05796501,28,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05796531,19,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,263,D,263,D,263,D,,A,,A,2,1,D,2,D,2,D
20243,05796531,20,0,1,,A,,A,,A,1,D,1,D,,A,58,E,57,E,57,E,122,E,123,E,123,E,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05796571,23,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,2,1,D,2,D,2,D
20243,05796571,24,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05796631,30,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,162,D,162,D,162,D,,A,,A,2,1,D,2,D,2,D
20243,05796631,31,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,222,F,222,F,162,F,,A,,A,2,1,D,2,D,2,D
20243,05796631,32,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,222,F,222,F,222,F,,A,,A,2,1,D,2,D,2,D
20243,05796631,33,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,222,F,222,F,162,F,,A,,A,2,1,D,2,D,2,D
20243,05796631,34,0,1,,A,,A,,A,1,D,2,D,,A,222,D,222,D,222,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05796641,24,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05796651,22,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,2,1,D,2,D,2,D
20243,05796651,23,0,1,,A,,A,,A,1,D,1,D,,A,44,E,44,E,43,E,86,E,86,E,87,E,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05796691,21,0,1,,A,,A,,A,1,D,1,D,,A,96,E,93,E,92,E,121,E,118,E,120,E,83,E,89,E,88,E,,A,,A,,A,,A,,A,2,2,D,1,D,2,D
20243,05796691,22,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,,A,2,1,D,2,D,2,D
20243,05796711,18,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,220,D,220,D,220,D,,A,,A,2,1,D,2,D,2,D
20243,05796711,19,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05796781,33,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,242,D,242,D,242,D,,A,,A,2,1,D,2,D,2,D
20243,05796781,34,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05796801,16,0,1,,A,,A,,A,1,D,2,D,,A,34,E,33,E,33,E,,A,,A,,A,,A,,A,,A,41,E,42,E,42,E,,A,,A,1,1,D,2,D,2,D
20243,05796821,14,0,1,,A,,A,,A,1,D,2,D,,A,30,D,30,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05796821,15,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,,A,2,1,D,2,D,2,D
20243,05796831,16,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,,A,1,1,D,2,D,2,D
20243,05796831,17,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05796841,12,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,,A,1,1,D,2,D,2,D
20243,05796841,13,0,1,,A,,A,,A,1,D,1,D,,A,27,E,27,E,25,E,52,E,52,E,54,E,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05796851,29,0,1,,A,,A,,A,2,D,2,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,0,D,0,D,,A,,A,1,1,D,2,D,2,D
20243,05796851,30,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,,A,2,1,D,2,D,2,D
20243,05796851,31,0,1,,A,,A,,A,1,D,2,D,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05796891,24,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,,A,2,1,D,2,D,2,D
20243,05796891,25,0,1,,A,,A,,A,1,D,2,D,,A,115,D,115,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05796901,17,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,,A,2,1,D,2,D,2,D
20243,05796901,18,0,1,,A,,A,,A,1,D,1,D,,A,19,E,19,E,19,E,51,E,51,E,51,E,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05796921,10,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,265,D,265,D,265,D,,A,,A,2,1,D,2,D,2,D
20243,05796921,11,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05796981,14,0,1,,A,,A,,A,1,D,2,D,,A,98,D,98,D,98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05796981,15,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,,A,1,1,D,2,D,2,D
20243,05796991,14,0,1,,A,,A,,A,1,D,1,D,,A,82,E,82,E,81,E,104,E,104,E,105,E,72,E,72,E,72,E,,A,,A,,A,,A,,A,1,2,D,1,D,2,D
20243,05797021,25,0,1,,A,,A,,A,1,D,1,D,,A,69,E,69,E,69,E,131,E,131,E,131,E,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05797021,26,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,3,1,D,2,D,2,D
20243,05797031,11,0,1,,A,,A,,A,1,D,1,D,,A,17,E,17,E,17,E,33,E,33,E,33,E,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05797031,12,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,10,D,10,D,10,D,,A,,A,,A,,A,,A,1,2,D,1,D,2,D
20243,05797101,24,0,1,,A,,A,,A,1,D,2,D,,A,27,D,42,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05797121,21,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,180,D,180,D,180,D,,A,,A,2,1,D,2,D,2,D
20243,05797121,22,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05797141,16,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,D,65,D,65,D,,A,,A,3,1,D,2,D,2,D
20243,05797141,17,0,1,,A,,A,,A,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05797161,28,0,1,,A,,A,,A,1,D,1,D,,A,34,E,68,E,68,E,51,E,102,E,102,E,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05797181,28,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,,A,2,1,D,2,D,2,D
20243,05797181,29,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05797181,30,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,195,D,195,D,195,D,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05797191,22,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,,A,4,1,D,2,D,2,D
20243,05797191,23,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05797311,23,0,1,,A,,A,,A,1,D,1,D,,A,52,E,53,E,52,E,99,E,98,E,109,E,46,E,46,E,45,E,,A,,A,,A,,A,,A,2,2,D,1,D,2,D
20243,05797311,24,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,20,D,20,D,,A,,A,2,1,D,2,D,2,D
20243,05797321,22,0,1,,A,,A,,A,1,D,1,D,,A,92,E,93,E,92,E,128,E,127,E,128,E,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05797321,23,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,48,D,48,D,48,D,,A,,A,2,1,D,2,D,2,D
20243,05797361,15,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,,A,2,1,D,2,D,2,D
20243,05797361,16,0,1,,A,,A,,A,1,D,2,D,,A,50,E,50,E,50,E,,A,,A,,A,50,E,50,E,50,E,,A,,A,,A,,A,,A,2,2,D,1,D,2,D
20243,05797361,17,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,,A,3,1,D,2,D,2,D
20243,05797431,23,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,125,D,125,D,125,D,,A,,A,2,1,D,2,D,2,D
20243,05797431,24,0,1,,A,,A,,A,1,D,2,D,,A,60,D,99,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05797451,18,0,1,,A,,A,,A,1,D,2,D,,A,85,D,85,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05797481,32,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,,A,2,1,D,2,D,2,D
20243,05797481,33,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,,A,2,1,D,2,D,2,D
20243,05797481,34,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,73,D,73,D,73,D,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05797491,20,0,1,,A,,A,,A,1,D,1,D,,A,29,E,28,E,28,E,55,E,54,E,54,E,41,E,43,E,43,E,,A,,A,,A,,A,,A,1,2,D,1,D,2,D
20243,05797501,18,0,1,,A,,A,,A,1,D,2,D,,A,54,E,55,E,54,E,,A,,A,,A,,A,,A,,A,58,E,57,E,58,E,,A,,A,1,1,D,2,D,2,D
20243,05797531,34,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,220,D,220,D,220,D,,A,,A,1,1,D,2,D,2,D
20243,05797531,35,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05797561,31,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,118,D,118,D,118,D,,A,,A,2,1,D,2,D,2,D
20243,05797614,23,0,1,0.20,D,,A,,A,1,D,2,D,,A,42,E,42,E,42,E,,A,,A,,A,,A,,A,,A,72,E,72,E,72,E,,A,,A,3,1,D,2,D,2,D
20243,05797621,15,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,160,D,160,D,,A,,A,1,1,D,2,D,2,D
20243,05797621,16,0,1,,A,,A,,A,1,D,1,D,,A,56,E,56,E,57,E,78,E,78,E,77,E,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05797661,34,0,1,,A,,A,,A,1,D,1,D,,A,105,E,105,E,105,E,144,E,145,E,144,E,40,E,39,E,40,E,,A,,A,,A,,A,,A,2,2,D,1,D,2,D
20243,05797661,35,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,55,D,55,D,,A,,A,2,1,D,2,D,2,D
20243,05797661,36,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,110,D,,A,,A,2,1,D,2,D,2,D
20243,05797721,38,0,1,,A,,A,,A,1,D,2,D,,A,103,D,103,D,102,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05797721,39,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,163,D,244,D,199,D,,A,,A,1,1,D,2,D,2,D
20243,05797731,25,0,1,,A,,A,,A,1,D,1,D,,A,65,E,66,E,66,E,124,E,124,E,124,E,4,E,4,E,4,E,87,E,86,E,86,E,,A,,A,1,1,D,1,D,2,D
20243,05797751,24,0,1,,A,,A,,A,1,D,1,D,,A,64,E,64,E,64,E,174,E,174,E,174,E,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05797791,12,0,1,,A,,A,,A,1,D,2,D,,A,25,D,25,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05797791,13,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,,A,1,1,D,2,D,2,D
20243,05797811,14,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,,A,2,1,D,2,D,2,D
20243,05797811,15,0,1,,A,,A,,A,1,D,1,D,,A,67,E,67,E,67,E,133,E,133,E,133,E,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05797901,29,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,4,1,D,2,D,2,D
20243,05797901,30,0,1,,A,,A,,A,1,D,1,D,,A,71,E,71,E,71,E,108,E,106,E,107,E,101,E,103,E,102,E,,A,,A,,A,,A,,A,2,2,D,1,D,2,D
20243,05797981,22,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,,A,1,1,D,2,D,2,D
20243,05797981,23,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20243,05797991,29,0,1,1.00,D,,A,,A,2,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05798031,29,0,1,0.05,D,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,152,D,152,D,152,D,,A,,A,4,1,D,2,D,2,D
20243,05798091,50,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,,A,2,1,D,2,D,2,D
20243,05798091,51,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05798091,52,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05798101,16,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,1,1,D,2,D,2,D
20243,05798101,17,0,1,,A,,A,,A,1,D,2,D,,A,115,D,115,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05798121,31,0,1,,A,,A,,A,1,D,2,D,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20243,05798121,32,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,,A,2,1,D,2,D,2,D
20243,05798121,33,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,,A,2,1,D,2,D,2,D
20243,05798141,8,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,,A,1,1,D,2,D,2,D
20243,05798161,14,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,88,D,88,D,69,D,,A,,A,2,1,D,2,D,2,D
20243,05798191,17,0,1,,A,,A,,A,1,D,1,D,,A,107,E,107,E,104,E,188,E,188,E,181,E,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05798191,18,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,395,D,395,D,395,D,,A,,A,2,1,D,2,D,2,D
20243,05798201,32,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,148,D,150,D,,A,,A,2,1,D,2,D,2,D
20243,05798201,33,0,1,,A,,A,,A,1,D,2,D,,A,111,D,111,D,111,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20243,05798261,12,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,,A,2,1,D,2,D,2,D
20243,05798261,13,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
