QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20242,05430874,21,0,1,01,D,105,D,2023,D,,A,36,D,03,D,0,D,3,D,,A,,A,,C,,A,,A,,A,,A,,A,,A,,A,,A,2000,F,,A,A,,A,2024,D,
20242,05431084,16,0,5,01,D,105,D,2020,D,,A,42,D,06,D,276,D,3,D,,A,,A,5000,D,,A,,A,276,D,276,D,276,D,,A,,A,,A,5000,D,,A,D,,A,2020,D,HON
20242,05431574,16,0,5,01,D,105,D,2022,D,,A,36,D,10,D,430,D,3,D,,A,,A,3000,D,,A,,A,430,D,430,D,430,D,,A,,A,,A,3000,D,,A,D,,A,2022,D,VOK
20242,05432254,14,0,5,01,D,105,D,2023,D,,A,36,D,03,D,526,D,3,D,,A,,C,,A,,A,,A,526,D,526,D,526,D,,A,,A,,A,,A,,A,D,,A,2022,D,GMC
20242,05432324,21,0,5,01,D,105,D,2021,D,,A,36,D,08,D,809,D,3,D,,A,,A,,A,,A,,A,809,D,809,D,809,D,,A,,A,,A,,A,,A,D,,A,2021,D,BMW
20242,05432324,23,0,5,03,D,105,D,2024,D,,A,36,D,01,D,843,D,3,D,,A,,A,,A,,A,,A,843,D,843,D,843,D,,A,,A,,A,,A,,A,D,,A,2024,D,BMW
20242,05432324,24,0,1,04,D,105,D,2021,D,,A,36,D,08,D,809,D,3,D,,A,,A,,A,,A,,A,809,D,809,D,809,D,50,D,50,D,50,D,,A,,A,A,,A,2021,D,
20242,05432384,30,0,5,01,D,105,D,2023,D,,A,36,D,10,D,650,D,3,D,,A,,A,3500,D,,A,,A,650,D,650,D,650,D,,A,,A,,A,3500,D,,A,D,,A,2022,D,HYU
20242,05433024,18,0,1,01,D,105,D,2024,D,,A,24,D,10,D,550,D,3,D,,A,,A,1000,D,,A,,A,550,D,550,D,550,D,,A,,A,,A,1000,D,,A,A,,A,2023,D,
20242,05433294,16,0,5,01,D,105,D,2021,D,,A,36,D,08,D,289,D,3,D,,A,9000,D,,A,,A,,A,289,D,289,D,289,D,,A,,A,,A,,A,,A,D,,A,2021,D,HON
20242,05433574,17,0,5,01,D,105,D,2022,D,,A,36,D,08,F,783,D,3,D,,A,,A,,C,,A,,A,783,D,783,D,783,D,265,D,265,D,265,D,,B,,A,D,,A,2022,D,MRB
20242,05436984,24,0,5,01,D,105,D,2023,D,.50,D,24,D,01,F,,C,3,D,,A,,A,,A,,A,,A,190,F,190,F,190,F,,A,,A,,A,,A,,A,D,,A,2023,D,VOV
20242,05436984,25,0,5,02,D,105,D,2024,D,,A,36,D,10,D,,C,3,D,,A,,A,1500,D,,A,,A,736,F,736,F,736,F,,A,,A,,A,1500,D,,A,D,,A,2023,D,SUB
20242,05437304,9,0,5,01,D,105,D,2022,D,,A,36,D,05,F,250,D,3,D,,A,,A,,A,,A,04,D,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2022,D,CHE
20242,05437304,10,0,5,02,D,105,D,2022,D,,A,36,D,01,D,250,D,3,D,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2022,D,CHE
20242,05437304,11,0,5,03,D,105,D,2023,D,,A,36,D,01,D,255,D,3,D,,A,,A,,A,,A,,A,255,D,255,D,255,D,,A,,A,,A,,A,,A,D,,A,2022,D,CHE
20242,05437304,12,0,1,04,D,105,D,2024,D,,A,48,D,05,D,350,D,3,D,,A,,A,,A,,A,,A,,A,,A,350,D,,A,,A,,A,,A,,A,A,,A,2024,D,
20242,05437944,17,0,5,02,D,105,D,2023,D,,A,48,D,05,D,507,D,3,D,,A,,A,507,D,,A,,A,507,D,507,D,507,D,,A,,A,,A,507,D,,A,D,,A,2023,D,DOD
20242,05437944,18,0,5,03,D,105,D,2024,D,,A,35,D,02,D,479,D,3,D,,A,,A,1500,D,,A,,A,479,D,479,D,479,D,,A,,A,,A,1500,D,,A,D,,A,2024,D,MAZ
20242,05438574,18,0,5,01,D,105,D,2019,D,,A,36,D,12,D,264,D,3,D,,A,,A,,C,,A,,A,264,D,264,D,264,D,,A,,A,,A,,B,,A,D,,A,2022,D,CHE
20242,05438574,19,0,5,02,D,105,D,2021,D,,A,,C,10,F,350,D,7,D,,A,,A,,C,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,D,,A,2021,D,HYU
20242,05439214,25,0,5,01,D,105,D,2020,D,,A,36,D,08,D,300,D,3,D,,A,,A,2000,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,2000,D,,A,D,,A,2020,D,NIS
20242,05439504,14,0,5,01,D,105,D,2021,D,,A,39,D,09,D,352,D,3,D,,A,,A,,A,,A,,A,352,D,352,D,352,D,,A,,A,,A,,A,,A,D,,A,2021,D,BUI
20242,05439614,17,0,5,01,D,105,D,2022,D,,A,36,D,03,D,200,D,3,D,,A,,A,3500,D,,A,,A,200,D,200,D,200,D,,A,,A,,A,3500,D,,A,D,,A,2023,D,VOK
20242,05439744,18,0,5,02,D,105,D,2023,D,,A,39,D,10,D,321,D,3,D,,A,,A,3000,D,,A,,A,321,D,321,D,321,D,,A,,A,,A,3000,D,,A,D,,A,2023,D,VOK
20242,05443164,18,0,5,01,D,105,D,2022,D,,A,60,D,06,D,650,D,3,D,,A,,A,,A,,A,04,D,650,D,650,D,,A,,A,,A,,A,,A,,A,D,,A,2023,D,AUD
20242,05443344,21,0,5,01,D,105,D,2020,D,,A,36,D,07,D,190,D,3,D,,A,,C,,A,,A,05,D,190,D,190,D,190,D,,A,,A,,A,,A,183,D,D,,A,2021,D,HYU
20242,05443344,23,0,5,03,D,105,D,2024,D,,A,36,D,01,D,540,D,3,D,,A,,A,,C,,A,03,D,540,D,,A,,A,,A,,A,,A,,B,,A,D,,A,2024,D,HON
20242,05443344,24,0,1,04,D,105,D,2024,D,,A,36,D,11,D,540,D,3,D,,A,5000,D,5000,D,,A,,A,540,D,540,D,540,D,,A,,A,,A,5000,D,,A,A,,A,2023,D,
20242,05443344,25,0,1,05,D,105,D,2024,D,,A,24,D,05,D,249,D,3,D,,A,,A,3500,D,,A,,A,,A,,A,249,D,,A,,A,,A,3500,D,,A,A,,A,2024,D,
20242,05445754,19,0,5,01,D,105,D,2021,D,,A,39,D,01,D,510,D,3,D,,A,,A,,A,,A,04,D,510,D,510,D,,A,,A,,A,,A,,A,,A,D,,A,2021,D,DOD
20242,05539803,11,0,1,01,D,105,D,2024,D,,A,24,D,03,D,400,D,3,D,,A,,A,5000,D,,A,,A,,A,,A,400,D,,A,,A,10,D,5000,D,,A,A,,A,2024,D,
20242,05540153,23,0,5,01,D,105,D,2023,D,,A,36,D,03,D,320,D,3,D,,A,,C,2000,D,,A,,A,320,D,320,D,320,D,,A,,A,,A,2000,D,,A,D,,A,2023,D,SUB
20242,05540153,24,0,5,02,D,105,D,2023,D,,A,36,D,09,D,,C,3,D,,A,,A,,C,,A,,A,255,F,255,F,255,F,,A,,A,,A,,B,,A,D,,A,2023,D,SUB
20242,05540363,14,0,5,02,D,105,D,2023,D,.75,D,36,D,01,D,1100,D,3,D,,A,,A,1000,D,,A,,A,1100,D,1100,D,1100,D,,A,,A,,A,1000,D,,A,D,,A,2024,D,FOR
20242,05540663,24,0,5,01,D,105,D,2021,D,,A,48,D,12,D,464,D,3,D,,A,,C,,A,,A,,A,464,D,464,D,464,D,,A,,A,,A,,A,,A,D,,A,2022,D,TOY
20242,05541693,23,0,5,01,D,105,D,2019,D,,A,24,D,02,F,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2023,F,KIA
20242,05542243,10,0,1,01,D,105,D,2023,D,,A,48,D,10,D,997,D,3,D,,A,,A,5000,D,,A,,A,997,D,997,D,997,D,,A,,A,,A,5000,D,,A,A,,A,2023,D,
20242,05542333,32,0,5,01,D,105,D,2023,D,,A,36,D,05,D,319,D,3,D,,A,,A,,A,,A,,A,319,D,319,D,319,D,,A,,A,,A,,A,,A,D,,A,2021,D,CHE
20242,05545343,13,0,5,01,D,105,D,2021,D,,A,36,D,07,D,322,D,3,D,,A,,C,1000,D,,A,,A,322,D,322,D,322,D,,A,,A,,A,1000,D,,A,D,,A,2021,D,HON
20242,05546193,21,0,5,01,D,105,D,2021,D,,A,36,D,12,D,776,D,3,D,,A,,A,5000,D,,A,,A,776,D,776,D,776,D,,A,,A,,A,5000,D,,A,D,,A,2021,D,VOK
20242,05547053,19,0,5,01,D,105,D,2024,D,,A,36,D,10,D,513,D,3,D,,A,7000,D,,A,,A,,A,513,D,513,D,513,D,,A,,A,,A,,A,,A,D,,A,2023,D,HYU
20242,05548983,39,0,5,01,D,105,D,2021,D,,A,36,D,05,D,274,D,3,D,,A,,A,5000,D,,A,,A,274,D,274,D,274,D,,A,,A,,A,5000,D,,A,D,,A,2021,D,TOY
20242,05551123,19,0,5,01,D,105,D,2022,D,,A,40,D,01,D,514,D,3,D,,A,,A,,A,,A,,A,514,D,514,D,514,D,,A,,A,,A,,A,,A,D,,A,2022,D,HON
20242,05551803,21,0,5,02,D,105,D,2024,D,,A,36,D,02,D,430,D,3,D,,A,5671,D,,A,,A,,A,430,D,430,D,430,D,,A,,A,,A,,A,,A,D,,A,2024,D,HON
20242,05552103,16,0,5,01,D,105,D,2021,D,,A,36,D,04,D,417,D,3,D,,A,,A,2500,D,,A,,A,417,D,417,D,417,D,,A,,A,,A,2500,D,,A,D,,A,2021,D,JEE
20242,05552423,19,0,5,01,D,105,D,2023,D,,A,36,D,02,D,1000,D,3,D,,A,10000,D,,A,,A,,A,1000,D,1000,D,1000,D,,A,,A,,A,,A,,A,D,,A,2023,D,VOV
20242,05552573,19,0,1,01,D,105,D,2021,D,,A,36,D,09,D,980,D,3,D,,A,,A,,A,,A,,A,980,D,980,D,980,D,,A,,A,,A,,A,,A,A,,A,2021,D,
20242,05552963,17,0,5,01,D,105,D,2018,D,,A,36,D,10,F,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2018,D,TOY
20242,05552963,18,0,5,02,D,105,D,2021,D,,A,36,D,08,F,317,D,3,D,,A,,A,,A,,A,,A,317,D,317,D,317,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20242,05554443,19,0,5,02,D,105,D,2024,D,,A,36,D,02,D,668,D,3,D,,A,1500,D,1500,D,,A,,A,668,D,668,D,668,D,,A,,A,,A,1500,D,,A,D,,A,2024,D,TOY
20242,05555153,14,0,1,01,D,105,D,2024,D,,A,,C,04,D,600,D,3,D,,A,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,A,,A,2024,D,
20242,05555993,14,0,1,01,D,105,D,2024,D,,A,36,D,11,D,220,D,3,D,,A,,A,,A,,A,,A,220,D,220,D,220,D,,A,,A,,A,,A,,A,A,,A,2023,D,
20242,05556173,44,0,5,01,D,105,D,2023,D,,A,36,D,06,D,2240,D,3,D,,A,,A,10000,D,,A,,A,2240,D,2240,D,2240,D,,A,,A,,A,10000,D,,A,D,,A,2022,D,MRB
20242,05558133,13,0,1,01,D,105,D,2023,D,,A,36,D,11,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,A,,A,2023,D,
20242,05560623,19,0,5,01,D,105,D,2023,D,,A,36,D,05,D,301,D,3,D,,A,,A,,A,,A,,A,301,D,301,D,301,D,,A,,A,,A,,A,,A,D,,A,2023,D,GMC
20242,05561443,17,0,5,01,D,105,D,2022,D,,A,36,D,11,F,289,D,3,D,,A,4000,D,,A,,A,,A,289,D,289,D,289,D,,A,,A,,A,,A,,A,D,,A,2022,D,HYU
20242,05561613,7,0,1,01,D,105,D,2019,D,,A,48,D,04,D,260,D,3,D,,A,5000,D,,A,,A,,A,260,D,260,D,260,D,,A,,A,,A,,A,,A,A,,A,2022,D,
20242,05561723,17,0,1,01,D,105,D,2024,D,,A,36,D,05,D,367,D,3,D,,A,,A,5000,D,,A,,A,,A,,A,367,D,,A,,A,,A,5000,D,,A,A,,A,2024,D,
20242,05561883,18,0,5,01,D,105,D,2022,D,,A,39,D,08,D,496,D,3,D,,A,1500,D,2000,D,,A,,A,496,D,496,D,496,D,,A,,A,,A,2000,D,,A,D,,A,2022,D,BUI
20242,05562843,17,0,1,01,D,105,D,2024,D,,A,24,D,10,D,889,D,3,D,,A,4000,D,2000,D,,A,,A,889,D,889,D,889,D,,A,,A,,A,2000,D,,A,A,,A,2023,D,
20242,05562963,7,0,1,01,D,105,D,2020,D,,A,60,D,10,D,465,D,3,D,,A,,A,,A,,A,,A,465,D,465,D,465,D,,A,,A,,A,,A,,A,A,,A,2021,D,
20242,05563243,19,0,5,01,D,105,D,2023,D,,A,36,D,04,D,376,D,3,D,,A,,A,,A,,A,,A,376,D,376,D,376,D,,A,,A,,A,,A,,A,D,,A,2023,D,MAZ
20242,05563363,23,0,5,01,D,105,D,2023,D,,A,36,D,05,D,365,D,3,D,,A,3000,D,365,D,,A,,A,365,D,365,D,365,D,,A,,A,,A,365,D,,A,D,,A,2023,D,KIA
20242,05564403,21,0,5,02,D,105,D,2024,D,,A,36,D,02,D,575,D,3,D,,A,18000,D,,A,,A,,A,575,D,575,D,575,D,,A,,A,,A,,A,,A,D,,A,2024,D,MAZ
20242,05566443,11,0,5,01,D,105,D,2021,D,,A,48,D,02,D,525,D,3,D,,A,,A,2000,D,,A,03,D,525,D,,A,,A,,A,,A,,A,2000,D,,A,D,,A,2021,D,LIN
20242,05566443,12,0,1,02,D,105,D,2023,D,,A,24,D,03,D,632,D,3,D,,A,,A,2000,D,,A,,A,632,D,632,D,632,D,,A,,A,,A,2000,D,,A,A,,A,2024,D,
20242,05566733,12,0,1,01,D,105,D,2023,D,,A,24,D,07,D,425,D,3,D,,A,5000,D,3000,D,,A,,A,425,D,425,D,425,D,,A,,A,,A,3000,D,,A,A,,A,2023,D,
20242,05567073,26,0,5,01,D,105,D,2022,D,,A,36,D,07,D,600,D,3,D,,A,,A,5000,D,,A,,A,600,D,600,D,600,D,,A,,A,,A,5000,D,,A,D,,A,2022,D,CAD
20242,05567773,9,0,5,01,D,105,D,2024,D,,A,24,D,11,D,285,D,3,D,,A,,A,5000,D,,A,,A,285,D,285,D,285,D,,A,,A,,A,5000,D,,A,D,,A,2023,D,CHE
20242,05567913,10,0,5,01,D,105,D,2019,D,,A,60,D,05,D,200,D,3,D,,A,,A,,A,,A,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,D,,A,2018,D,MAZ
20242,05569543,20,0,5,01,D,105,D,2022,D,,A,36,D,06,D,445,D,3,D,,A,2200,D,,A,,A,,A,445,D,445,D,445,D,,A,,A,,A,,A,,A,D,,A,2022,D,GMC
20242,05570443,15,0,5,01,D,105,D,2023,D,,A,36,D,07,D,615,D,3,D,,A,,A,1500,D,,A,,A,615,D,615,D,615,D,,A,,A,,A,1500,D,,A,D,,A,2023,D,KIA
20242,05570793,25,0,5,02,D,105,D,2023,D,,A,36,D,01,D,499,D,3,D,,A,,A,,A,,A,,A,499,D,499,D,499,D,,A,,A,,A,,A,,A,D,,A,2024,D,HYU
20242,05570903,24,0,5,01,D,105,D,2021,D,,A,36,D,07,D,342,D,3,D,,A,,C,,A,,A,03,F,342,D,342,D,342,D,,A,,A,,A,,A,,A,D,,A,2021,D,CHE
20242,05570903,25,0,1,02,D,105,D,2024,D,,A,36,D,07,D,389,D,3,D,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,A,,A,2024,D,
20242,05571763,22,0,5,01,D,105,D,2022,D,,A,39,D,01,D,450,D,3,D,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2022,D,TOY
20242,05571973,14,0,5,01,D,105,D,2023,D,,A,36,D,09,D,458,D,3,D,,A,,A,,A,,A,,A,458,D,458,D,458,D,,A,,A,,A,,A,,A,D,,A,2023,D,HON
20242,05572793,8,0,5,01,D,105,D,2023,D,,A,36,D,10,D,611,D,3,D,,A,,A,1000,D,,A,,A,611,D,611,D,611,D,,A,,A,,A,1000,D,,A,D,,A,2023,D,NIS
20242,05573932,7,0,1,01,D,105,D,2020,D,,A,48,D,10,D,,C,3,D,,A,,A,,A,,A,,A,350,F,350,F,350,F,,A,,A,,A,,A,,A,A,,A,2020,D,
20242,05574012,18,0,1,01,D,105,D,2020,D,,A,48,D,09,D,600,D,3,D,,A,,A,5000,D,,A,,A,600,D,600,D,600,D,,A,,A,,A,5000,D,,A,A,,A,2020,D,
20242,05574402,16,0,5,01,D,105,D,2020,D,,A,39,D,01,D,1177,D,3,D,,A,,A,3000,D,,A,02,F,1177,D,1177,D,1177,D,,A,,A,,A,3000,D,600,D,D,,A,2020,D,LAN
20242,05574402,17,0,1,02,D,105,D,2024,D,,A,39,D,03,D,1400,D,3,D,,A,,A,3500,D,,A,,A,,A,,A,1400,D,,A,,A,,A,3500,D,,A,A,,A,2024,D,
20242,05575022,12,0,5,01,D,105,D,2021,D,,A,36,D,11,D,292,D,3,D,,A,,A,,A,,A,,A,292,D,292,D,292,D,,A,,A,,A,,A,,A,D,,A,2022,D,HYU
20242,05575782,25,0,5,01,D,105,D,2021,D,,A,48,D,09,D,1268,D,3,D,,A,,A,10000,D,,A,03,D,1268,D,1268,D,1268,D,,A,,A,,A,10000,D,,A,D,,A,2022,D,JAG
20242,05577702,17,0,5,01,D,105,D,2023,D,,A,24,D,06,D,700,D,3,D,,A,,A,,A,,A,,A,700,D,700,D,700,D,,A,,A,,A,,A,,A,D,,A,2023,D,NIS
20242,05578472,15,0,5,01,D,105,D,2022,D,,A,36,D,02,D,364,D,3,D,,A,,A,,A,,A,,A,364,D,364,D,364,D,,A,,A,,A,,A,,A,D,,A,2022,D,FOR
20242,05580982,21,0,5,01,D,105,D,2023,D,,A,36,D,02,D,950,D,3,D,,A,,A,6000,D,,A,,A,950,D,950,D,950,D,,A,,A,,A,6000,D,,A,D,,A,2023,D,INF
20242,05581782,19,0,1,02,D,105,D,2024,D,,A,36,D,03,D,800,D,3,D,,A,5000,F,2600,D,,A,,A,,A,,A,800,D,,A,,A,,A,2600,D,,A,A,,A,2024,D,
20242,05581842,16,0,1,01,D,105,D,2024,D,,A,48,D,09,D,700,D,3,D,,A,,A,2000,D,,A,,A,700,D,700,D,700,D,,A,,A,,A,2000,D,,A,A,,A,2023,D,
20242,05582172,12,0,1,01,D,105,D,2023,D,,A,36,D,02,D,586,D,3,D,,A,,A,,A,,A,,A,,A,586,D,586,D,,A,,A,,A,,A,,A,A,,A,2024,D,
20242,05582492,25,0,5,01,D,105,D,2022,D,,A,48,D,10,D,837,D,3,D,,A,,A,6000,D,,A,,A,837,D,837,D,837,D,,A,,A,,A,6000,D,,A,D,,A,2021,D,KIA
20242,05582492,26,0,5,02,D,105,D,2021,D,,A,48,D,10,D,736,D,3,D,,A,,A,6000,D,,A,,A,736,D,736,D,736,D,,A,,A,,A,6000,D,,A,D,,A,2021,D,JEE
20242,05582763,12,0,5,01,D,105,D,2021,D,,A,36,D,11,D,370,D,3,D,,A,,A,,A,,A,,A,370,D,370,D,370,D,,A,,A,,A,,A,,A,D,,A,2021,D,FOR
20242,05584692,14,0,5,01,D,105,D,2022,D,,A,36,D,04,D,247,D,3,D,,A,,A,,A,,A,,A,247,D,247,D,247,D,,A,,A,,A,,A,,A,D,,A,2022,D,CHE
20242,05585472,9,0,5,01,D,105,D,2023,D,,A,24,D,12,D,328,D,3,D,,A,,A,,A,,A,02,D,328,D,,A,,A,,A,,A,,A,,A,,A,D,,A,2023,D,FOR
20242,05585472,10,0,1,02,D,105,D,2024,D,,A,24,D,03,D,376,D,3,D,,A,,A,,A,,A,,A,,A,376,D,376,D,,A,,A,,A,,A,,A,A,,A,2024,D,
20242,05586042,8,0,1,01,D,105,D,2024,D,,A,24,D,07,D,290,D,3,D,,A,,A,3000,D,,A,,A,290,D,290,D,290,D,,A,,A,,A,3000,D,,A,A,,A,2023,D,
20242,05587292,22,0,5,01,D,105,D,2022,D,,A,36,D,12,F,489,D,3,D,,A,,A,500,D,,A,,A,489,D,489,D,489,D,,A,,A,,A,500,D,,A,D,,A,2022,D,FOR
20242,05588103,10,0,5,01,D,105,D,2022,D,,A,36,D,11,F,500,D,3,D,,A,,A,10000,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,10000,D,,A,D,,A,2021,D,ACU
20242,05588932,13,0,1,01,D,105,D,2023,D,,A,36,D,02,D,459,D,3,D,,A,,A,1000,D,,A,,A,459,D,459,D,459,D,,A,,A,,A,1000,D,,A,A,,A,2023,D,
20242,05589812,10,0,5,01,D,105,D,2021,D,,A,60,D,02,D,200,D,3,D,,A,,A,5000,D,,A,,A,200,D,200,D,200,D,,A,,A,,A,5000,D,,A,D,,A,2021,D,HON
20242,05590012,10,0,1,01,D,105,D,2022,D,,A,36,D,12,D,490,D,3,D,,A,,A,,A,,A,,A,490,D,490,D,490,D,,A,,A,,A,,A,,A,A,,A,2022,D,
20242,05590582,11,0,1,01,D,105,D,2022,D,,A,36,D,05,D,69,D,3,D,,A,,A,2500,D,,A,,A,69,D,69,D,69,D,,A,,A,,A,2500,D,,A,A,,A,2022,D,
20242,05591702,14,0,1,01,D,105,D,2021,D,,A,24,D,01,D,300,D,3,D,,A,,A,700,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,700,D,,A,A,,A,2023,D,
20242,05592002,12,0,1,01,D,105,D,2024,D,,A,36,D,04,D,257,D,3,D,,A,,A,6000,D,,A,,A,,A,,A,257,D,,A,,A,,A,6000,D,,A,A,,A,2024,D,
20242,05592322,13,0,5,01,D,105,D,2022,D,,A,36,D,01,D,568,D,3,D,,A,,A,,A,,A,,A,568,D,568,D,568,D,,A,,A,,A,,A,,A,D,,A,2022,D,HYU
20242,05592512,14,0,5,01,D,105,D,2024,D,,A,36,D,04,D,544,D,3,D,,A,,A,3499,D,,A,,A,,A,,A,544,D,,A,,A,,A,3499,D,,A,D,,A,2024,D,HON
20242,05592792,13,0,5,01,D,105,D,2023,D,,A,36,D,09,D,426,D,3,D,,A,3000,D,2500,D,,A,,A,426,D,426,D,426,D,,A,,A,,A,2500,D,,A,D,,A,2023,D,VOK
20242,05597322,16,0,5,01,D,105,D,2021,D,,A,36,D,07,F,350,D,3,D,,A,,C,,C,,A,,A,350,D,350,D,350,D,,A,,A,,A,,B,,A,D,,A,2021,D,LEX
20242,05597682,22,0,1,01,D,105,D,2022,D,,A,48,D,08,D,736,D,3,D,,A,3000,D,,C,,A,,A,736,D,736,D,736,D,,A,,A,,A,,B,,A,A,,A,2022,D,
20242,05597762,6,0,5,01,D,105,D,,C,,A,,C,03,F,,C,,C,,A,,A,,A,,A,,A,450,F,450,F,450,F,,A,,A,,A,,A,,A,A,,A,2022,F,
20242,05597972,18,0,5,01,D,105,D,2022,D,,A,48,D,09,D,999,D,3,D,,A,,A,5000,D,,A,,A,999,D,999,D,999,D,,A,,A,,A,5000,D,,A,D,,A,2023,D,LEX
20242,05599242,11,0,5,01,D,105,D,,C,,A,,C,11,F,,C,3,D,,A,,A,,C,,A,,A,725,F,725,F,725,F,,A,,A,,A,,B,,A,D,,A,2021,F,KIA
20242,05599842,6,0,1,01,D,105,D,2019,D,,A,,C,07,D,268,D,3,D,,A,,A,,A,,A,,A,268,D,268,D,268,D,,A,,A,,A,,A,,A,A,,A,2019,D,
20242,05599922,26,0,5,01,D,105,D,2024,D,,A,36,D,02,D,500,D,3,D,,A,,A,7000,D,,A,,A,500,D,500,D,500,D,100,D,100,D,100,D,7000,D,,A,D,,A,2024,D,NIS
20242,05599952,28,0,5,01,D,105,D,2022,D,,A,36,D,10,D,401,D,3,D,,A,,A,,A,,A,,A,401,D,401,D,401,D,,A,,A,,A,,A,,A,D,,A,2022,D,HON
20242,05600092,31,0,1,01,D,105,D,2023,D,,A,36,D,05,D,425,D,3,D,,A,7000,D,3000,D,,A,,A,425,D,425,D,425,D,,A,,A,,A,3000,D,,A,A,,A,2023,D,
20242,05602142,19,0,5,01,D,105,D,2023,D,,A,36,D,02,D,599,D,3,D,,A,,A,,A,,A,,A,599,D,599,D,599,D,,A,,A,,A,,A,,A,D,,A,2024,D,LEX
20242,05602422,34,0,5,01,D,105,D,2021,D,,A,36,D,06,D,583,D,3,D,,A,12500,D,,A,,A,05,F,583,D,583,D,583,D,,A,,A,,A,,A,,A,D,,A,2021,D,BMW
20242,05603422,16,0,5,01,D,105,D,2023,D,,A,36,D,10,D,850,D,3,D,,A,5000,D,5000,D,,A,,A,850,D,850,D,850,D,,A,,A,,A,5000,D,,A,D,,A,2023,D,TOY
20242,05604202,19,0,1,01,D,105,D,2024,D,,A,48,D,06,D,430,D,3,D,,A,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,3000,D,,A,A,,A,2024,D,
20242,05606232,16,0,5,01,D,105,D,2020,D,,A,48,D,05,D,535,D,3,D,,A,,C,,A,,A,,A,535,D,535,D,535,D,,A,,A,,A,,A,,A,D,,A,2020,D,JEE
20242,05607722,15,0,5,01,D,105,D,2022,D,,A,36,D,07,D,550,D,3,D,,A,,A,5000,D,,A,,A,550,D,550,D,550,D,,A,,A,,A,5000,D,,A,D,,A,2022,D,TOY
20242,05607792,13,0,1,01,D,105,D,2019,D,,A,48,D,09,F,500,D,3,D,,A,,A,,C,,A,,A,500,D,500,D,500,D,,A,,A,,A,,B,,A,A,,A,2023,D,
20242,05654621,12,0,1,01,D,105,D,2019,D,,A,28,D,04,D,550,D,3,D,,A,600,D,1000,D,,A,,A,550,D,550,D,550,D,,A,,A,,A,1000,D,,A,A,,A,2023,D,
20242,05654971,16,0,1,01,D,105,D,2022,D,,A,36,D,10,D,370,D,3,D,,A,,A,1000,D,,A,,A,370,D,370,D,370,D,,A,,A,,A,1000,D,,A,A,,A,2022,D,
20242,05655681,18,0,1,01,D,105,D,,C,,A,,C,01,F,445,D,,C,,A,,A,,A,,A,,A,445,D,445,D,445,D,,A,,A,,A,,A,,A,A,,A,2023,F,
20242,05655681,19,0,1,02,D,105,D,,C,,A,,C,04,F,500,D,,C,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,A,,A,2022,F,
20242,05655841,22,0,1,01,D,105,D,2021,D,,A,36,D,06,D,389,D,3,D,,A,3000,D,,A,,A,03,D,389,D,389,D,389,D,,A,,A,,A,,A,,A,A,2024,D,2021,D,
20242,05655851,18,0,1,01,D,105,D,2022,D,,A,36,D,05,D,400,D,3,D,,A,18000,D,5000,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,5000,D,,A,A,,A,2022,D,
20242,05656111,16,0,1,01,D,105,D,2024,D,,A,36,D,04,D,180,D,3,D,,A,800,D,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,5000,D,,A,A,,A,2024,D,
20242,05656111,17,0,1,02,D,105,D,2023,D,,A,36,D,09,D,350,D,3,D,,A,,A,5000,D,,A,,A,350,D,350,D,350,D,,A,,A,,A,5000,D,,A,A,,A,2023,D,
