QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MISCCODE,MISC_ODE,MISCMO,MISCMO_,MISCGFTC,MISC_FTC,MISCEXPX,MISC_XPX,MISCDE1,MISCDE1_,MISCDE2,MISCDE2_,MISCDE3,MISCDE3_,MISCDE4,MISCDE4_,MISCDE5,MISCDE5_,MISCDE6,MISCDE6_,MISCDE7,MISCDE7_,MISCDE8,MISCDE8_,MISCDE9,MISPURCH,MISCDE9_
20243,05540784,14,0,1,140,D,05,D,1,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05540784,15,0,1,250,D,06,D,1,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05540884,14,0,1,100,D,04,D,2,D,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05540894,21,0,1,410,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05540914,15,0,1,240,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05540974,19,0,1,140,D,06,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05540974,20,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05540974,21,0,1,240,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541014,20,0,1,260,D,06,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541014,21,0,2,140,D,04,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541184,12,0,1,240,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541184,13,0,1,260,D,06,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541374,15,0,1,140,D,05,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541374,16,0,1,260,D,06,D,1,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541404,10,0,1,330,D,06,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541404,11,0,1,250,D,05,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541484,22,0,1,140,D,04,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541484,23,0,1,330,D,05,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541484,24,0,1,240,D,05,D,1,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541484,25,0,2,140,D,04,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541524,21,0,1,360,D,05,D,2,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541524,22,0,1,240,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541524,23,0,1,260,D,06,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541534,19,0,1,140,D,06,D,1,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541534,20,0,1,390,D,06,D,1,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541534,21,0,1,330,D,06,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541534,22,0,1,240,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541534,23,0,2,390,D,04,D,1,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541534,24,0,2,330,D,04,D,1,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541534,25,0,2,240,D,04,D,1,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541624,29,0,1,140,D,05,D,1,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541624,30,0,1,390,D,05,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541674,14,0,1,140,D,06,D,1,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541674,15,0,1,330,D,06,D,2,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541694,34,0,1,160,D,04,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541694,35,0,1,260,D,06,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541704,10,0,1,240,D,13,D,1,D,101,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541704,11,0,2,260,D,04,D,1,D,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541744,28,0,1,330,D,04,D,2,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541744,29,0,1,330,D,05,D,2,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541744,30,0,1,330,D,06,D,2,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541784,26,0,1,140,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541784,27,0,1,140,D,06,D,1,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541784,28,0,1,340,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541784,29,0,1,340,D,06,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541784,30,0,1,340,D,04,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541784,31,0,1,110,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541924,27,0,1,380,D,04,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541924,28,0,1,380,D,05,D,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541924,29,0,1,380,D,06,D,1,D,116,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05541924,30,0,1,240,D,05,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05541924,31,0,1,260,D,06,D,1,D,364,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542014,18,0,1,140,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542014,19,0,1,380,D,13,D,1,D,500,T,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542014,20,0,1,260,D,06,D,1,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542074,32,0,1,380,D,04,D,1,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542074,33,0,1,330,D,05,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542074,34,0,1,410,D,05,D,2,D,1350,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542094,12,0,1,340,D,05,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542094,13,0,2,460,D,04,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542134,17,0,1,390,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542134,18,0,1,340,D,06,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542134,19,0,1,240,D,06,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542154,33,0,1,140,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542154,34,0,1,160,D,04,D,1,D,1050,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542154,35,0,1,240,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542154,36,0,1,250,D,13,D,1,D,675,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542154,37,0,1,250,D,04,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542154,38,0,1,240,D,04,D,1,D,81,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542164,31,0,1,160,D,04,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542164,32,0,1,330,D,06,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542164,33,0,1,240,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542164,34,0,1,260,D,06,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542164,35,0,2,260,D,04,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542284,16,0,1,260,D,05,D,1,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542294,16,0,1,140,D,05,D,2,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542294,17,0,1,380,D,13,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542334,36,0,1,140,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542334,37,0,1,160,D,04,D,1,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542334,38,0,1,380,D,13,D,1,D,127,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542334,39,0,1,330,D,04,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542334,40,0,1,330,D,05,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542334,41,0,1,330,D,06,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542334,42,0,1,240,D,06,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542334,43,0,1,260,D,06,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542394,16,0,1,140,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542454,30,0,1,380,D,05,D,1,D,88,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542454,31,0,1,265,D,06,D,1,D,,H,250,D,260,D,240,D,,A,,A,,A,,A,,A,,,A
20243,05542454,31,1,1,250,D,06,D,1,D,73,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542454,31,2,1,260,D,06,D,1,D,147,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542454,31,3,1,240,D,06,D,1,D,35,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542494,25,0,1,380,D,05,D,1,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542494,26,0,1,330,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542494,27,0,1,330,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542494,28,0,1,250,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542604,20,0,1,460,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542654,15,0,1,240,D,06,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542714,17,0,1,240,D,06,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542744,13,0,1,260,D,06,D,1,D,211,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542764,18,0,1,240,D,05,D,1,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542764,19,0,1,260,D,06,D,1,D,177,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542794,26,0,1,140,D,05,D,1,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542904,39,0,1,160,D,04,D,1,D,167,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542904,40,0,1,460,D,05,D,1,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05542904,41,0,1,330,D,04,D,2,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542904,42,0,1,330,D,05,D,2,D,111,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542904,43,0,1,260,D,06,D,1,D,263,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542904,44,0,1,260,D,04,D,1,D,119,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542904,45,0,1,240,D,04,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542904,46,0,1,240,D,05,D,1,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542904,47,0,1,240,D,06,D,1,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542904,48,0,1,410,D,04,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542904,49,0,1,410,D,06,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05542904,50,0,1,240,D,06,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543014,17,0,1,140,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543014,18,0,1,260,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05543044,13,0,1,240,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543154,30,0,1,140,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543154,31,0,1,390,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543154,32,0,1,250,D,06,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05543154,33,0,1,130,D,05,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543154,34,0,2,250,D,04,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05543184,17,0,1,340,D,05,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543284,10,0,2,160,D,04,D,1,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543294,19,0,1,260,D,05,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543294,20,0,2,150,D,04,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543324,8,0,1,240,D,06,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543344,14,0,1,240,D,06,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543344,15,0,1,240,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543384,15,0,1,140,D,05,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543384,16,0,1,330,D,06,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543384,17,0,1,265,D,05,D,1,D,,H,250,D,260,D,240,D,,A,,A,,A,,A,,A,,,A
20243,05543384,17,1,1,250,D,05,D,1,D,68,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543384,17,2,1,260,D,05,D,1,D,181,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543384,17,3,1,240,D,05,D,1,D,51,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543464,14,0,1,140,D,06,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543514,22,0,1,160,D,06,D,1,D,685,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543514,23,0,1,380,D,13,D,1,D,126,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543534,18,0,1,240,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05543534,19,0,1,250,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543534,20,0,2,160,D,04,D,1,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,3,A
20243,05543564,18,0,1,330,D,04,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05543564,19,0,1,330,D,05,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05543564,20,0,1,330,D,06,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05543564,21,0,1,340,D,05,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05543564,22,0,1,340,D,06,D,1,D,166,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20243,05543564,23,0,1,240,D,04,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543564,24,0,1,240,D,05,D,1,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543564,25,0,1,240,D,06,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543564,26,0,1,260,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543624,17,0,1,265,D,05,D,1,D,,H,240,D,260,D,,A,,A,,A,,A,,A,,A,,,A
20243,05543624,17,1,1,240,D,05,D,1,D,104,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543624,17,2,1,260,D,05,D,1,D,445,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543714,17,0,1,250,D,13,D,1,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543844,13,0,1,140,D,06,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543844,14,0,1,140,D,05,D,2,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543844,15,0,1,380,D,13,D,1,D,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543844,16,0,1,240,D,06,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543844,17,0,2,240,D,04,D,1,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543854,14,0,1,140,D,05,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543854,15,0,2,160,D,04,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05543914,23,0,1,250,D,06,D,1,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05543924,11,0,1,260,D,06,D,1,D,744,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544004,12,0,1,390,D,13,D,1,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544074,15,0,1,140,D,04,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544114,24,0,1,330,D,06,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544114,25,0,1,330,D,05,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544114,26,0,1,330,D,04,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544114,27,0,2,330,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544114,28,0,2,160,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544144,23,0,1,140,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544164,23,0,1,140,D,06,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544164,24,0,1,340,D,06,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05544164,25,0,1,410,D,06,D,2,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544164,26,0,2,330,D,04,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544264,16,0,1,160,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544314,13,0,1,250,D,06,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544434,26,0,2,140,D,04,D,2,D,67,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05544484,26,0,1,140,D,06,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544484,27,0,1,160,D,04,D,1,D,340,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544484,28,0,2,160,D,04,D,1,D,340,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544494,18,0,1,140,D,13,D,2,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544494,19,0,1,140,D,05,D,1,D,96,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544574,39,0,1,140,D,05,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544574,40,0,1,330,D,05,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544574,41,0,1,250,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544574,42,0,1,250,D,06,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544604,17,0,1,240,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20243,05544604,18,0,2,330,D,04,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544684,27,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544684,28,0,1,250,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544684,29,0,1,240,D,06,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544734,7,0,1,240,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544734,8,0,2,160,D,04,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544754,19,0,1,250,D,13,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05544774,16,0,1,160,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545034,21,0,1,260,D,06,D,1,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545034,22,0,2,260,D,04,D,1,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545154,12,0,1,380,D,04,D,2,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545154,13,0,1,330,D,06,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545164,22,0,1,140,D,06,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05545164,23,0,1,140,D,06,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05545214,10,0,1,260,D,04,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545214,11,0,1,260,D,04,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545214,12,0,1,260,D,06,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545214,13,0,2,260,D,04,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545234,25,0,1,260,D,06,D,1,D,337,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545344,14,0,1,140,D,06,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545344,15,0,1,420,D,06,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545354,22,0,1,140,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545354,23,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545354,24,0,1,330,D,06,D,2,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545354,25,0,1,340,D,06,D,2,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20243,05545424,10,0,1,140,D,06,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545544,40,0,1,160,D,04,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545544,41,0,1,380,D,04,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545544,42,0,1,260,D,06,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545664,11,0,1,240,D,05,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20243,05545784,15,0,2,140,D,04,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545804,38,0,1,380,D,06,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545804,39,0,1,330,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545804,40,0,1,330,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545804,41,0,1,330,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545804,42,0,1,250,D,06,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545804,43,0,1,260,D,05,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545944,21,0,1,140,D,05,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05545944,22,0,2,160,D,04,D,1,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20243,05546004,14,0,1,140,D,05,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05546004,15,0,1,345,D,05,D,1,D,,H,340,D,330,D,,A,,A,,A,,A,,A,,A,,,A
20243,05546004,15,1,1,340,D,05,D,1,D,5,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05546004,15,2,1,330,D,05,D,1,D,12,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05546004,16,0,1,240,D,13,D,1,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05546044,14,0,1,150,D,13,D,1,D,595,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05546064,20,0,1,240,D,13,D,1,D,152,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05546064,21,0,1,260,D,06,D,1,D,83,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05546084,18,0,1,390,D,04,D,2,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05546084,19,0,1,240,D,04,D,1,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,3,A
20243,05546084,20,0,1,250,D,06,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05546084,21,0,1,260,D,06,D,1,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05546094,15,0,1,160,D,04,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
