NEWID,SEQNO,ALCNO,ADLTCLOX,ADLT_LOX,CHLDCLOX,CHLD_LOX,CLOGFTX,CLOGFTX_,QYEAR,REC_STAT
05676492,2,0,250,D,400,D,0,D,20243,1
05676522,2,0,100,D,,A,0,D,20243,1
05676552,1,0,2000,D,,A,0,D,20243,1
05676562,7,0,100,D,,A,0,D,20243,1
05676572,2,0,550,D,,A,0,D,20243,1
05676582,1,0,100,D,,A,0,D,20243,1
05676592,3,0,150,D,,A,0,D,20243,1
05676612,2,0,200,D,,A,0,D,20243,1
05676622,6,0,300,D,,A,200,D,20243,1
05676652,3,0,300,F,0,D,0,D,20243,1
05676662,5,0,400,D,300,D,0,D,20243,1
05676682,5,0,0,D,,A,0,D,20243,1
05676692,4,0,65,D,,A,45,D,20243,1
05676703,3,0,130,D,,A,0,D,20243,1
05676792,2,0,300,D,,A,0,D,20243,1
05676822,2,0,300,D,,A,0,D,20243,1
05676862,1,0,30,D,,A,0,D,20243,1
05676892,1,0,300,D,,A,0,D,20243,1
05676914,4,0,300,D,,A,0,D,20243,1
05676922,2,0,0,D,700,D,0,D,20243,1
05676932,3,0,0,D,,A,0,D,20243,1
05676942,7,0,500,D,300,D,0,D,20243,1
05676972,7,0,500,D,400,D,0,D,20243,1
05676982,1,0,450,D,,A,0,D,20243,1
05677032,7,0,1000,D,1000,D,0,D,20243,1
05677042,6,0,431,D,400,D,0,D,20243,1
05677092,2,0,400,D,200,D,0,D,20243,1
05677123,2,0,0,D,,A,0,D,20243,1
05677132,2,0,300,D,250,D,0,D,20243,1
05677172,1,0,40,D,,A,0,D,20243,1
05677202,1,0,130,F,,A,0,D,20243,1
05677232,1,0,300,D,300,D,0,D,20243,1
05677262,2,0,300,D,,A,100,D,20243,1
05677282,3,0,600,D,,A,0,D,20243,1
05677292,1,0,10,D,,A,0,D,20243,1
05677352,12,0,300,D,100,D,0,D,20243,1
05677392,3,0,750,D,,A,0,D,20243,1
05677402,1,0,500,D,,A,0,D,20243,1
05677412,3,0,200,D,,A,0,D,20243,1
05677442,5,0,0,D,,A,23,D,20243,1
05677452,1,0,0,D,,A,0,D,20243,1
05677462,4,0,700,D,554,D,0,D,20243,1
05677482,1,0,0,D,,A,0,D,20243,1
05677512,10,0,450,D,,A,0,D,20243,1
05677552,7,0,500,D,,A,0,D,20243,1
05677592,1,0,150,D,,A,150,D,20243,1
05677662,1,0,0,D,,A,0,D,20243,1
05677722,1,0,0,D,,A,0,D,20243,1
05677732,3,0,300,D,,A,0,D,20243,1
05677772,3,0,150,D,,A,60,D,20243,1
05677802,5,0,100,D,400,D,0,D,20243,1
05677812,2,0,0,D,,A,0,D,20243,1
05677892,1,0,1000,D,300,D,0,D,20243,1
05677932,1,0,0,D,,A,0,D,20243,1
05677962,1,0,0,D,,A,0,D,20243,1
05678002,1,0,0,D,,A,0,D,20243,1
05678022,1,0,80,D,,A,0,D,20243,1
05678052,1,0,0,D,,A,0,D,20243,1
05678072,4,0,0,D,,A,60,D,20243,1
05678094,1,0,100,D,400,D,0,D,20243,1
05678172,1,0,800,D,,A,0,D,20243,1
05678182,1,0,200,D,,A,75,D,20243,1
05678192,4,0,500,D,280,D,0,D,20243,1
05678202,1,0,50,D,,A,0,D,20243,1
05678212,1,0,75,D,150,D,0,D,20243,1
05678232,3,0,0,D,400,D,0,D,20243,1
05678242,4,0,10,D,,A,0,D,20243,1
05678262,1,0,0,D,,A,0,D,20243,1
05678272,1,0,4000,D,,A,0,D,20243,1
05678302,3,0,200,D,,A,0,D,20243,1
05678312,1,0,0,D,,A,0,D,20243,1
05678332,19,0,3000,D,,A,200,D,20243,1
05678374,2,0,1000,D,300,D,0,D,20243,1
05678402,1,0,200,D,,A,0,D,20243,1
05678412,2,0,120,D,,A,0,D,20243,1
05678422,6,0,300,D,,A,100,D,20243,1
05678432,2,0,100,D,100,D,0,D,20243,1
05678454,3,0,200,D,50,D,25,D,20243,1
05678462,1,0,0,D,,A,0,D,20243,1
05678492,1,0,0,D,0,D,0,D,20243,1
05678512,5,0,350,D,,A,0,D,20243,1
05678692,1,0,50,D,,A,0,D,20243,1
05678742,3,0,150,D,,A,0,D,20243,1
05678752,4,0,0,D,50,D,0,D,20243,1
05678782,1,0,3000,D,,A,0,D,20243,1
05678792,5,0,600,D,200,D,0,D,20243,1
05678812,1,0,400,D,,A,0,D,20243,1
05678862,1,0,80,D,,A,0,D,20243,1
05678872,6,0,250,D,,A,0,D,20243,1
05678882,1,0,0,D,,A,0,D,20243,1
05678912,4,0,150,D,350,D,0,D,20243,1
05678962,1,0,0,D,,A,0,D,20243,1
05679032,2,0,0,D,,A,0,D,20243,1
05679142,5,0,100,D,,A,0,D,20243,1
05679162,1,0,70,D,,A,0,D,20243,1
05679172,1,0,100,D,,A,0,D,20243,1
05679182,2,0,0,D,,A,0,D,20243,1
05679192,2,0,75,D,0,D,0,D,20243,1
05679242,1,0,300,D,600,D,0,D,20243,1
05679272,1,0,40,D,,A,0,D,20243,1
05679282,9,0,720,D,,A,0,D,20243,1
05679312,3,0,0,D,,A,0,D,20243,1
05679352,1,0,0,D,,A,0,D,20243,1
05679362,1,0,205,D,,A,0,D,20243,1
05679382,2,0,0,D,,A,0,D,20243,1
05679432,3,0,500,D,,A,40,D,20243,1
05679452,3,0,300,D,300,D,0,D,20243,1
05679462,2,0,500,D,500,D,0,D,20243,1
05679472,9,0,2000,D,,A,140,D,20243,1
05679502,2,0,87,D,,A,0,D,20243,1
05679532,4,0,0,D,,A,0,D,20243,1
05679562,3,0,300,D,,A,0,D,20243,1
05679592,1,0,0,D,,A,0,D,20243,1
05679612,1,0,160,D,,A,0,D,20243,1
05679622,1,0,0,D,0,D,0,D,20243,1
05679682,1,0,130,D,,A,0,D,20243,1
05679752,4,0,400,D,400,D,0,D,20243,1
05679772,2,0,350,F,,A,150,F,20243,1
05679822,2,0,2000,D,2000,D,0,D,20243,1
05679842,2,0,400,D,400,D,0,D,20243,1
05679882,1,0,0,D,,A,0,D,20243,1
05679892,2,0,75,D,,A,0,D,20243,1
05679972,2,0,200,D,,A,0,D,20243,1
05680012,1,0,50,D,,A,0,D,20243,1
05680022,1,0,310,D,230,D,0,D,20243,1
05680062,1,0,0,D,,A,0,D,20243,1
05680112,1,0,100,D,,A,0,D,20243,1
05680142,1,0,200,D,,A,0,D,20243,1
05680182,1,0,200,D,,A,40,D,20243,1
05680202,1,0,40,D,,A,0,D,20243,1
05680242,4,0,157,D,,A,0,D,20243,1
05680252,1,0,100,D,,A,500,D,20243,1
05680292,2,0,0,D,,A,0,D,20243,1
05680312,1,0,0,D,,A,0,D,20243,1
05680382,1,0,500,D,,A,0,D,20243,1
05680442,1,0,0,D,,A,0,D,20243,1
05680462,1,0,300,D,,A,250,D,20243,1
05680472,1,0,150,D,,A,0,D,20243,1
05680482,1,0,200,D,400,D,0,D,20243,1
05680492,6,0,112,D,,A,0,D,20243,1
05680532,2,0,0,D,,A,0,D,20243,1
05680562,1,0,150,D,,A,0,D,20243,1
05680582,6,0,600,D,,A,0,D,20243,1
05680603,3,0,0,D,,A,0,D,20243,1
05680622,3,0,0,D,210,D,0,D,20243,1
05680632,1,0,220,D,,A,200,D,20243,1
05680692,5,0,217,D,,A,0,D,20243,1
05680702,1,0,100,D,50,D,0,D,20243,1
05680772,1,0,0,D,,A,0,D,20243,1
05680802,1,0,550,D,,A,0,D,20243,1
05680842,1,0,136,D,,A,0,D,20243,1
05680922,3,0,0,D,,A,400,D,20243,1
05680992,1,0,0,D,,A,0,D,20243,1
05681012,1,0,30,D,,A,0,D,20243,1
05681032,3,0,500,D,,A,300,D,20243,1
05681042,1,0,170,D,,A,0,D,20243,1
05681052,3,0,40,D,,A,0,D,20243,1
05681082,2,0,20,D,,A,0,D,20243,1
05681092,1,0,250,D,500,D,0,D,20243,1
05681132,6,0,300,D,,A,0,D,20243,1
05681142,2,0,74,D,,A,0,D,20243,1
05681192,1,0,0,D,,A,0,D,20243,1
05681222,1,0,0,D,,A,0,D,20243,1
05681232,3,0,37,D,,A,0,D,20243,1
05681272,1,0,0,D,,A,0,D,20243,1
05681312,1,0,0,D,,A,0,D,20243,1
05681322,1,0,0,D,0,D,0,D,20243,1
05681332,3,0,0,D,100,D,0,D,20243,1
05681352,7,0,300,D,200,D,0,D,20243,1
05681372,3,0,150,D,150,D,0,D,20243,1
05681412,7,0,0,D,,A,0,D,20243,1
05681422,2,0,0,D,0,D,0,D,20243,1
05681462,1,0,0,D,500,D,300,D,20243,1
05681522,1,0,150,D,,A,0,D,20243,1
05681532,5,0,300,D,,A,0,D,20243,1
05681562,1,0,0,D,,A,0,D,20243,1
05681592,2,0,0,D,100,D,0,D,20243,1
05681612,2,0,700,D,400,D,100,D,20243,1
05681632,1,0,300,D,,A,100,D,20243,1
05681642,1,0,40,D,20,D,0,D,20243,1
05681672,3,0,60,D,,A,1500,D,20243,1
05681712,1,0,6000,D,600,D,600,D,20243,1
05681732,1,0,20,D,,A,0,D,20243,1
05681882,1,0,0,D,,A,50,D,20243,1
05681912,1,0,0,D,350,D,0,D,20243,1
05681922,1,0,30,D,0,D,0,D,20243,1
05681942,1,0,0,D,0,D,0,D,20243,1
05681974,2,0,200,D,50,D,0,D,20243,1
05682032,2,0,200,D,200,D,0,D,20243,1
05682042,2,0,0,D,,A,0,D,20243,1
05682062,1,0,0,D,,A,0,D,20243,1
05682082,1,0,300,D,200,D,0,D,20243,1
05682142,1,0,0,D,,A,0,D,20243,1
05682172,2,0,150,D,,A,0,D,20243,1
05682182,1,0,200,D,300,D,100,D,20243,1
05682192,2,0,300,D,,A,0,D,20243,1
05682202,2,0,0,D,,A,0,D,20243,1
05682212,2,0,400,D,300,D,0,D,20243,1
05682292,1,0,650,D,0,D,0,D,20243,1
05682342,1,0,0,D,350,D,0,D,20243,1
05682362,1,0,300,D,,A,0,D,20243,1
05682382,1,0,0,D,0,D,0,D,20243,1
05682412,4,0,80,D,,A,0,D,20243,1
05682432,2,0,300,D,500,D,0,D,20243,1
05682462,1,0,0,D,,A,100,D,20243,1
05682472,2,0,1200,D,,A,0,D,20243,1
05682502,3,0,75,D,,A,0,D,20243,1
05682522,4,0,100,D,,A,0,D,20243,1
05682552,1,0,0,D,115,D,0,D,20243,1
05682662,1,0,60,D,,A,0,D,20243,1
05682752,1,0,50,D,,A,0,D,20243,1
05682772,1,0,50,D,,A,0,D,20243,1
05682782,2,0,100,D,,A,200,D,20243,1
05682792,3,0,451,D,,A,25,D,20243,1
05682802,1,0,40,D,,A,0,D,20243,1
05682812,5,0,350,D,,A,0,D,20243,1
05682862,1,0,0,D,,A,0,D,20243,1
05682872,1,0,100,D,300,D,0,D,20243,1
05682902,1,0,0,D,,A,0,D,20243,1
05682942,3,0,200,D,,A,0,D,20243,1
05682952,7,0,500,D,,A,200,D,20243,1
05682972,1,0,500,D,,A,0,D,20243,1
05682982,2,0,250,D,,A,80,D,20243,1
05683032,8,0,600,D,700,D,0,D,20243,1
05683052,12,0,100,D,,A,300,D,20243,1
05683092,2,0,0,D,,A,0,D,20243,1
05683102,4,0,0,D,250,D,0,D,20243,1
05683152,1,0,50,D,,A,0,D,20243,1
05683162,6,0,550,D,,A,40,D,20243,1
05683172,1,0,900,D,380,D,0,D,20243,1
05683202,1,0,30,D,,A,0,D,20243,1
05683252,5,0,100,D,,A,0,D,20243,1
05683262,1,0,0,D,,A,0,D,20243,1
05683292,1,0,0,D,75,D,0,D,20243,1
05683302,3,0,300,D,,A,50,D,20243,1
05683342,1,0,0,D,,A,0,D,20243,1
05683382,1,0,0,D,,A,0,D,20243,1
05683392,2,0,80,D,400,D,0,D,20243,1
05683412,1,0,200,D,,A,0,D,20243,1
05683422,3,0,600,D,,A,300,D,20243,1
05683452,1,0,20,D,,A,0,D,20243,1
05683472,1,0,300,D,200,D,0,D,20243,1
05683492,3,0,500,D,,A,300,D,20243,1
05683502,2,0,23,D,,A,0,D,20243,1
05683562,3,0,200,D,,A,0,D,20243,1
05683574,2,0,100,D,,A,0,D,20243,1
05683602,5,0,115,D,,A,0,D,20243,1
05683642,1,0,25,D,,A,0,D,20243,1
05683652,1,0,300,D,100,D,0,D,20243,1
05683662,2,0,300,D,150,D,0,D,20243,1
05683682,1,0,400,D,,A,0,D,20243,1
05683732,2,0,0,D,,A,0,D,20243,1
05683742,1,0,60,F,,A,300,F,20243,1
05683772,1,0,70,D,,A,0,D,20243,1
05683782,1,0,790,D,,A,554,D,20243,1
05683812,2,0,100,D,300,D,0,D,20243,1
05683862,1,0,200,D,,A,0,D,20243,1
05683922,2,0,300,D,,A,0,D,20243,1
05683942,3,0,500,D,,A,0,D,20243,1
05683992,8,0,500,D,500,D,0,D,20243,1
05684002,3,0,150,D,300,D,0,D,20243,1
05684012,1,0,200,D,,A,0,D,20243,1
05684022,1,0,0,D,,A,0,D,20243,1
05684042,1,0,300,D,200,D,0,D,20243,1
05684062,3,0,1000,D,,A,0,D,20243,1
05684102,5,0,360,F,,A,500,D,20243,1
05684112,2,0,0,D,,A,0,D,20243,1
05684122,1,0,0,D,,A,100,D,20243,1
05684152,2,0,150,D,550,D,0,D,20243,1
05684182,1,0,0,D,50,D,0,D,20243,1
05684212,1,0,400,D,,A,0,D,20243,1
05684302,2,0,350,D,,A,0,D,20243,1
05684332,2,0,200,D,,A,0,D,20243,1
05684342,1,0,0,D,,A,0,D,20243,1
05684382,1,0,10,D,,A,0,D,20243,1
05684442,2,0,60,D,,A,0,D,20243,1
05684462,3,0,300,D,1500,D,0,D,20243,1
05684492,1,0,100,D,,A,0,D,20243,1
05684502,2,0,0,D,,A,0,D,20243,1
05684512,1,0,0,D,,A,0,D,20243,1
05684542,2,0,0,D,,A,0,D,20243,1
05684562,1,0,250,D,,A,0,D,20243,1
05684592,4,0,120,D,,A,0,D,20243,1
05684602,1,0,0,D,,A,0,D,20243,1
05684622,2,0,300,D,,A,100,D,20243,1
05684664,1,0,200,D,,A,0,D,20243,1
05684712,1,0,0,D,,A,0,D,20243,1
05684732,2,0,200,D,400,D,0,D,20243,1
05684762,1,0,10,D,,A,20,D,20243,1
05684774,1,0,500,D,,A,35,D,20243,1
05684782,1,0,0,D,500,D,0,D,20243,1
05684822,1,0,43,D,,A,260,D,20243,1
05684853,2,0,1000,D,1000,D,0,D,20243,1
05684892,1,0,300,D,,A,200,D,20243,1
05684932,1,0,0,D,,A,0,D,20243,1
05684992,1,0,0,D,,A,0,D,20243,1
05685012,5,0,1100,D,275,D,0,D,20243,1
05685032,2,0,0,D,,A,0,D,20243,1
05685044,1,0,350,D,350,D,0,D,20243,1
05685102,2,0,0,D,,A,0,D,20243,1
05685162,1,0,0,D,,A,0,D,20243,1
05685252,1,0,0,D,,A,0,D,20243,1
05685262,1,0,300,D,100,D,0,D,20243,1
05685272,1,0,8,D,,A,0,D,20243,1
05685282,1,0,0,D,,A,0,D,20243,1
05685362,3,0,100,D,,A,0,D,20243,1
05685392,1,0,500,D,,A,0,D,20243,1
05685462,1,0,0,D,,A,200,D,20243,1
05685472,2,0,0,D,,A,0,D,20243,1
05685482,3,0,500,D,600,D,0,D,20243,1
05685502,1,0,20,D,,A,40,D,20243,1
05685524,1,0,200,D,,A,0,D,20243,1
05685602,2,0,500,D,,A,200,D,20243,1
05685612,2,0,80,D,,A,0,D,20243,1
05685632,1,0,35,D,200,D,0,D,20243,1
05685662,17,0,40,D,,A,0,D,20243,1
05685682,3,0,100,D,,A,0,D,20243,1
05685702,1,0,60,D,,A,0,D,20243,1
05685722,4,0,600,D,,A,0,D,20243,1
05685782,1,0,0,D,,A,0,D,20243,1
05685812,2,0,200,D,,A,0,D,20243,1
05685834,1,0,500,D,,A,0,D,20243,1
05685852,2,0,0,D,,A,0,D,20243,1
05685882,4,0,0,D,,A,100,D,20243,1
05685892,1,0,0,D,130,D,2,D,20243,1
05685912,1,0,0,D,,A,0,D,20243,1
05685922,1,0,40,D,,A,0,D,20243,1
05685932,9,0,0,D,,A,0,D,20243,1
05685952,2,0,0,D,,A,0,D,20243,1
05685982,11,0,900,D,450,D,600,D,20243,1
05686002,1,0,300,D,,A,0,D,20243,1
05686012,2,0,0,D,50,D,0,D,20243,1
05686022,3,0,300,D,,A,0,D,20243,1
05686052,1,0,200,D,,A,55,D,20243,1
05686072,2,0,0,D,,A,0,D,20243,1
05686092,3,0,500,D,,A,0,D,20243,1
05686122,1,0,35,D,,A,0,D,20243,1
05686132,1,0,0,D,,A,0,D,20243,1
05686142,1,0,0,D,,A,0,D,20243,1
05686182,3,0,500,D,250,D,0,D,20243,1
05686202,2,0,213,D,,A,0,D,20243,1
05686222,1,0,150,D,,A,0,D,20243,1
05686262,1,0,0,D,,A,0,D,20243,1
05686282,1,0,50,D,80,D,0,D,20243,1
05686292,4,0,842,D,,A,0,D,20243,1
05686302,1,0,250,D,500,D,200,D,20243,1
05686352,2,0,0,D,,A,0,D,20243,1
05686374,1,0,500,D,,A,0,D,20243,1
05686382,1,0,0,D,,A,0,D,20243,1
05686412,8,0,229,D,298,D,0,D,20243,1
05686422,3,0,250,D,350,D,0,D,20243,1
05686452,1,0,25,D,,A,0,D,20243,1
05686462,15,0,0,D,150,D,0,D,20243,1
05686492,3,0,0,D,1000,D,0,D,20243,1
05686522,1,0,400,D,,A,0,D,20243,1
05686562,1,0,0,D,,A,0,D,20243,1
05686592,5,0,287,D,,A,50,D,20243,1
05686622,1,0,0,D,,A,0,D,20243,1
05686672,2,0,0,D,,A,0,D,20243,1
05686682,1,0,0,D,,A,0,D,20243,1
05686702,5,0,500,D,,A,0,D,20243,1
05686732,2,0,150,D,,A,50,D,20243,1
05686742,1,0,0,D,,A,0,D,20243,1
05686762,3,0,50,D,200,D,0,D,20243,1
05686772,2,0,0,D,,A,0,D,20243,1
05686792,4,0,400,D,,A,0,D,20243,1
05686802,1,0,80,D,,A,0,D,20243,1
05686812,2,0,300,D,,A,400,D,20243,1
05686822,2,0,200,D,,A,0,D,20243,1
05686842,1,0,0,D,,A,0,D,20243,1
05686852,3,0,14,D,,A,300,D,20243,1
05686872,2,0,0,D,,A,0,D,20243,1
05686892,1,0,100,D,,A,0,D,20243,1
05686902,1,0,0,D,,A,0,D,20243,1
05686932,7,0,800,D,400,D,150,D,20243,1
05686942,1,0,200,D,,A,0,D,20243,1
05686992,4,0,1000,D,,A,0,D,20243,1
05687032,1,0,0,D,,A,0,D,20243,1
05687112,1,0,0,D,,A,0,D,20243,1
05687132,1,0,200,D,,A,0,D,20243,1
05687212,1,0,0,D,,A,0,D,20243,1
05687232,2,0,500,D,,A,200,D,20243,1
05687282,1,0,0,D,,A,0,D,20243,1
05687302,1,0,0,D,,A,0,D,20243,1
05687312,3,0,170,D,0,D,0,D,20243,1
05687322,1,0,800,D,,A,0,D,20243,1
05687352,1,0,200,D,,A,0,D,20243,1
05687412,1,0,0,D,,A,0,D,20243,1
05687442,2,0,50,D,,A,0,D,20243,1
05687482,4,0,100,D,,A,200,D,20243,1
05687522,6,0,400,D,500,D,0,D,20243,1
05687582,1,0,200,D,,A,0,D,20243,1
05687592,3,0,300,D,200,D,15,D,20243,1
05687682,5,0,134,D,,A,0,D,20243,1
05687702,1,0,160,D,,A,0,D,20243,1
05687742,1,0,1400,D,400,D,0,D,20243,1
05687782,1,0,0,D,,A,0,D,20243,1
05687832,1,0,0,D,,A,0,D,20243,1
05687852,1,0,60,D,,A,0,D,20243,1
05687862,1,0,15,D,,A,41,D,20243,1
05687912,1,0,0,D,,A,0,D,20243,1
05687932,1,0,0,D,,A,25,D,20243,1
05687952,1,0,150,D,100,D,0,D,20243,1
05687962,2,0,150,D,200,D,50,D,20243,1
05687982,3,0,68,D,,A,0,D,20243,1
05687992,4,0,100,D,200,D,0,D,20243,1
05688002,1,0,150,D,,A,0,D,20243,1
05688022,2,0,100,D,250,D,0,D,20243,1
05688032,3,0,700,D,330,D,0,D,20243,1
05688112,1,0,300,D,,A,0,D,20243,1
05688162,2,0,85,D,,A,0,D,20243,1
05688182,3,0,500,D,,A,0,D,20243,1
05688192,1,0,156,D,0,D,0,D,20243,1
05688202,4,0,300,D,,A,0,D,20243,1
05688212,1,0,300,D,,A,500,D,20243,1
05688232,1,0,70,D,150,D,0,D,20243,1
05688242,1,0,0,D,,A,0,D,20243,1
05688282,1,0,150,D,,A,0,D,20243,1
05688302,4,0,0,D,,A,0,D,20243,1
05688312,1,0,0,D,,A,0,D,20243,1
05688322,2,0,0,D,,A,0,D,20243,1
05688332,1,0,120,D,,A,0,D,20243,1
05688362,1,0,0,D,,A,0,D,20243,1
05688372,3,0,100,D,,A,0,D,20243,1
05688382,1,0,100,D,500,D,0,D,20243,1
05688392,1,0,130,D,,A,0,D,20243,1
05688462,1,0,140,D,,A,0,D,20243,1
05688472,1,0,0,D,,A,150,D,20243,1
05688512,1,0,0,D,,A,0,D,20243,1
05688602,5,0,430,D,,A,0,D,20243,1
05688662,1,0,2000,D,800,D,0,D,20243,1
05688672,1,0,70,D,,A,0,D,20243,1
05688682,1,0,259,F,800,D,0,D,20243,1
05688692,6,0,120,D,,A,300,D,20243,1
05688752,1,0,0,D,,A,0,D,20243,1
05688762,1,0,300,D,,A,100,D,20243,1
05688772,3,0,250,D,,A,0,D,20243,1
05688822,2,0,350,D,140,D,0,D,20243,1
05688832,7,0,50,D,0,D,0,D,20243,1
05688842,10,0,2200,D,,A,0,D,20243,1
05688902,6,0,470,D,,A,0,D,20243,1
05688912,2,0,250,D,,A,120,D,20243,1
05688972,1,0,0,D,,A,0,D,20243,1
05688982,1,0,0,D,200,D,0,D,20243,1
05689002,1,0,225,D,,A,240,D,20243,1
05689022,3,0,0,D,300,D,0,D,20243,1
05689062,1,0,0,D,,A,0,D,20243,1
05689152,1,0,0,D,,A,0,D,20243,1
05689182,5,0,120,D,,A,200,D,20243,1
05689192,3,0,0,D,,A,61,D,20243,1
05689232,1,0,0,D,200,D,0,D,20243,1
05689262,1,0,100,D,250,D,0,D,20243,1
05689274,1,0,50,D,,A,0,D,20243,1
05689312,1,0,500,D,,A,600,D,20243,1
05689352,2,0,54,D,,A,0,D,20243,1
05689372,1,0,700,D,,A,0,D,20243,1
05795501,1,0,100,D,,A,0,D,20243,1
05795511,2,0,200,D,,A,0,D,20243,1
05795531,1,0,250,D,250,D,0,D,20243,1
05795561,4,0,20,D,400,D,0,D,20243,1
05795571,2,0,400,D,,A,0,D,20243,1
05795591,1,0,0,D,,A,0,D,20243,1
05795621,3,0,0,D,,A,0,D,20243,1
05795641,1,0,700,D,,A,0,D,20243,1
05795711,1,0,100,D,,A,0,D,20243,1
05795721,3,0,200,D,500,D,0,D,20243,1
05795751,8,0,400,D,,A,0,D,20243,1
05795791,3,0,75,D,,A,20,D,20243,1
05795801,1,0,0,D,,A,0,D,20243,1
05795811,2,0,0,D,,A,300,D,20243,1
05795851,1,0,180,D,,A,0,D,20243,1
05795881,5,0,1000,D,,A,0,D,20243,1
05795901,3,0,75,D,,A,30,D,20243,1
05795991,1,0,270,F,,A,0,D,20243,1
05796021,1,0,600,D,,A,0,D,20243,1
05796061,2,0,250,D,0,D,0,D,20243,1
05796081,1,0,0,D,,A,0,D,20243,1
05796101,1,0,300,D,400,D,0,D,20243,1
05796111,2,0,300,D,0,D,300,D,20243,1
05796121,6,0,1000,D,500,D,500,D,20243,1
05796131,2,0,250,D,,A,0,D,20243,1
05796161,1,0,150,D,,A,0,D,20243,1
05796181,3,0,300,D,200,D,0,D,20243,1
05796211,3,0,20,D,,A,0,D,20243,1
05796231,4,0,0,D,100,D,0,D,20243,1
05796271,3,0,200,D,,A,0,D,20243,1
05796331,1,0,0,D,,A,0,D,20243,1
05796341,1,0,250,D,200,D,20,D,20243,1
05796351,5,0,600,D,300,D,0,D,20243,1
05796381,3,0,400,D,,A,200,D,20243,1
05796401,2,0,200,D,,A,0,D,20243,1
05796431,1,0,200,D,200,D,0,D,20243,1
05796463,3,0,500,D,500,D,0,D,20243,1
05796481,2,0,300,D,200,D,0,D,20243,1
05796501,3,0,225,D,150,D,0,D,20243,1
05796531,2,0,100,D,,A,0,D,20243,1
05796571,1,0,200,F,225,D,0,D,20243,1
05796621,7,0,300,D,,A,0,D,20243,1
05796631,3,0,3000,D,500,D,0,D,20243,1
05796641,3,0,500,D,,A,100,D,20243,1
05796651,3,0,0,D,200,D,0,D,20243,1
05796691,1,0,0,D,,A,0,D,20243,1
05796711,1,0,0,D,,A,0,D,20243,1
05796781,1,0,0,D,200,D,0,D,20243,1
05796801,1,0,0,D,,A,0,D,20243,1
05796821,1,0,55,D,,A,100,D,20243,1
05796831,1,0,0,D,,A,0,D,20243,1
05796841,1,0,70,D,,A,0,D,20243,1
05796851,8,0,100,D,60,D,0,D,20243,1
05796891,1,0,200,D,200,D,0,D,20243,1
05796901,1,0,225,D,,A,150,D,20243,1
05796921,1,0,150,D,300,D,0,D,20243,1
05796931,2,0,500,D,,A,0,D,20243,1
05796981,2,0,50,D,,A,100,F,20243,1
05796991,1,0,400,D,700,D,0,D,20243,1
05797021,2,0,1500,D,,A,0,D,20243,1
05797031,1,0,50,D,,A,0,D,20243,1
05797101,1,0,100,D,,A,10,D,20243,1
05797121,1,0,300,D,200,D,0,D,20243,1
05797141,2,0,0,D,,A,0,D,20243,1
05797161,2,0,1500,D,,A,0,D,20243,1
05797181,3,0,400,D,100,D,0,D,20243,1
05797191,3,0,35,D,0,D,0,D,20243,1
05797291,1,0,0,D,,A,0,D,20243,1
05797311,1,0,0,D,,A,0,D,20243,1
05797321,1,0,500,D,,A,0,D,20243,1
05797361,1,0,160,D,,A,0,D,20243,1
05797431,2,0,40,D,,A,50,D,20243,1
05797451,3,0,50,D,50,D,0,D,20243,1
05797481,3,0,0,D,,A,0,D,20243,1
05797491,2,0,0,D,,A,0,D,20243,1
05797501,4,0,180,D,,A,0,D,20243,1
05797531,1,0,1500,D,,A,0,D,20243,1
05797561,2,0,100,D,,A,0,D,20243,1
05797614,2,0,250,D,,A,400,D,20243,1
05797621,1,0,230,D,,A,0,D,20243,1
05797661,5,0,300,D,,A,100,D,20243,1
05797721,7,0,200,D,,A,0,D,20243,1
05797731,4,0,400,D,,A,0,D,20243,1
05797751,1,0,0,D,,A,0,D,20243,1
05797791,1,0,0,D,,A,0,D,20243,1
05797811,1,0,500,D,200,D,0,D,20243,1
05797901,3,0,200,D,,A,0,D,20243,1
05797981,1,0,1000,D,,A,0,D,20243,1
05797991,1,0,200,D,,A,35,D,20243,1
05798031,2,0,300,D,,A,0,D,20243,1
05798091,3,0,500,D,600,D,0,D,20243,1
05798101,1,0,200,D,,A,0,D,20243,1
05798121,6,0,250,D,,A,75,D,20243,1
05798141,2,0,10,D,80,D,0,D,20243,1
05798161,1,0,225,D,,A,0,D,20243,1
05798191,2,0,0,D,,A,0,D,20243,1
05798201,6,0,500,D,500,D,200,D,20243,1
05798261,1,0,100,D,300,D,0,D,20243,1
05798301,15,0,1542,D,250,F,0,D,20243,1
05798331,2,0,0,D,40,D,0,D,20243,1
05798341,5,0,200,D,300,D,0,D,20243,1
05798361,1,0,0,D,,A,0,D,20243,1
05798381,2,0,70,D,200,D,0,D,20243,1
05798391,3,0,250,D,,A,20,D,20243,1
05798441,1,0,50,D,,A,0,D,20243,1
05798461,1,0,0,D,,A,0,D,20243,1
05798471,4,0,200,D,,A,50,D,20243,1
05798481,3,0,145,D,,A,0,D,20243,1
05798491,1,0,0,D,,A,0,D,20243,1
05798511,1,0,0,D,,A,0,D,20243,1
05798521,7,0,500,D,,A,600,D,20243,1
05798531,1,0,200,D,,A,0,D,20243,1
05798561,2,0,150,D,,A,0,D,20243,1
05798601,1,0,300,D,,A,0,D,20243,1
05798621,1,0,125,D,,A,0,D,20243,1
05798641,1,0,0,D,,A,0,D,20243,1
