QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,RENTCODE,RENT_ODE,BSNSPCTZ,BSNS_CTZ,QADRENTX,QADR_NTX,ANYVACAT,ANYV_CAT
20251,05862572,20,0,1,105,D,,A,31,D,1,D
20251,05863202,22,0,1,105,D,,A,928,D,1,D
20251,05863222,32,0,1,105,D,,A,888,D,1,D
20251,05863262,39,0,1,105,D,,A,564,D,1,D
20251,05896341,20,0,1,105,D,,A,500,D,1,D
20251,05896371,40,0,1,105,D,,A,155,D,1,D
20251,05896421,18,0,1,105,D,,A,700,D,1,D
20251,05896641,35,0,1,105,D,,A,200,D,1,D
20251,05897671,22,0,1,105,D,,A,135,D,2,D
20251,05897841,15,0,1,105,D,,A,100,D,1,D
20251,05897931,14,0,1,105,D,,A,500,D,1,D
20251,05899271,56,0,1,105,D,,A,1130,D,1,D
20251,05899341,11,0,1,105,D,,A,10,D,2,D
20251,05902041,41,0,1,105,D,,A,400,D,2,D
20251,05902131,11,0,1,105,D,,A,600,D,1,D
20251,05902293,18,0,1,105,D,,A,200,D,1,D
20251,05902482,26,0,1,105,D,,A,300,D,1,D
20251,05902511,47,0,1,180,D,,A,20,D,2,D
20251,05902601,38,0,1,105,D,,A,600,D,1,D
20251,05902941,31,0,1,105,D,,A,146,D,2,D
20251,05903011,43,0,1,105,D,,A,200,D,1,D
20251,05903011,44,0,1,105,D,,A,100,D,1,D
20251,05903461,29,0,1,105,D,,A,1100,D,1,D
20251,05903711,20,0,1,105,D,,A,800,D,1,D
20251,05905301,31,0,1,105,D,,A,250,D,1,D
20251,05906251,30,0,1,105,D,,A,300,D,1,D
20251,05906361,35,0,1,105,D,,A,350,D,1,D
20251,05906431,29,0,1,105,D,,A,530,D,1,D
20251,05907091,19,0,1,105,D,,A,600,D,1,D
20251,05907241,23,0,1,105,D,,A,620,D,1,D
20251,05907291,44,0,1,105,D,,A,700,D,1,D
20251,05954671,29,0,1,105,D,,A,120,D,1,D
20251,05955111,16,0,1,105,D,,A,401,D,1,D
20251,05955111,17,0,1,105,D,,A,866,D,1,D
20251,05957611,13,0,1,125,D,,A,320,F,2,D
20251,05958181,26,0,1,165,D,,A,1400,D,2,D
20251,05958581,37,0,1,105,D,,A,200,D,1,D
20251,05958581,38,0,1,105,D,,A,350,D,1,D
20251,05958911,21,0,1,105,D,,A,260,D,1,D
20251,05961291,16,0,1,105,D,,A,120,D,2,D
20251,05961391,34,0,1,105,D,,A,375,D,1,D
20251,05962601,21,0,1,105,D,,A,477,F,2,D
20251,05964071,15,0,1,105,D,,A,27,D,1,D
20251,05964651,20,0,1,105,D,,A,780,D,1,D
20251,05966561,15,0,1,105,D,,A,550,D,1,D
20251,05966601,25,0,1,105,D,,A,250,D,1,D
20251,05969251,27,0,1,105,D,,A,348,D,2,D
20251,05970061,24,0,1,105,D,,A,289,D,1,D
20251,05970971,10,0,1,200,D,,A,110,D,2,D
20251,05971021,40,0,1,105,D,,A,768,D,1,D
20251,05971241,12,0,1,105,D,,A,50,D,1,D
20251,05971711,20,0,1,105,D,,A,900,D,2,D
20251,05972411,20,0,1,105,D,,A,220,D,1,D
20251,05972731,27,0,1,105,D,,A,350,D,1,D
20251,05974601,13,0,1,105,D,,A,360,D,1,D
20251,05974701,31,0,1,105,D,,A,250,D,1,D
20251,05977601,18,0,1,180,D,,A,80,D,2,D
20251,05978131,21,0,1,105,D,,A,300,D,1,D
20251,05979001,24,0,1,105,D,,A,875,D,1,D
20251,05979451,25,0,1,105,D,,A,1100,D,1,D
20251,05981121,25,0,1,105,D,,A,550,D,1,D
