QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VTRCODE,VTRCODE_,VTRMO,VTRMO_,VTREXPX,VTREXPX_,VTRLIMO,VTRLIMO_,VTRPURCH
20243,05604383,31,0,1,100,D,13,D,100,D,,A,
20243,05604903,36,0,1,100,D,13,D,200,D,,A,
20243,05605193,40,0,1,100,D,06,D,82,D,,A,
20243,05605193,41,0,1,100,D,07,D,27,D,,A,
20243,05605193,42,0,1,100,D,08,D,38,D,,A,
20243,05605303,75,0,1,100,D,08,D,165,D,,A,
20243,05605393,15,0,1,100,D,13,D,50,D,,A,
20243,05605463,25,0,1,100,D,08,D,20,D,,A,
20243,05605463,26,0,1,100,D,07,D,30,D,,A,
20243,05605483,85,0,1,100,D,06,D,72,D,,A,
20243,05605543,25,0,1,100,D,08,D,400,D,,A,
20243,05605583,89,0,1,100,D,08,D,15,D,,A,
20243,05605673,43,0,1,100,D,08,D,50,D,2,D,1
20243,05605683,41,0,1,100,D,08,D,75,D,,A,
20243,05605753,39,0,1,100,D,06,D,22,D,,A,
20243,05606513,46,0,1,100,D,06,D,30,D,1,D,
20243,05606513,47,0,2,100,D,06,D,25,D,,A,
20243,05607123,39,0,1,100,D,07,D,15,D,,A,
20243,05607273,11,0,1,100,D,13,D,200,D,,A,
20243,05607293,19,0,1,100,D,08,D,12,D,,A,
20243,05607503,27,0,1,100,D,06,D,200,D,,A,
20243,05607563,22,0,1,100,D,08,D,67,D,,A,
20243,05607923,40,0,1,100,D,13,D,80,D,,A,
20243,05654812,53,0,1,100,D,04,D,50,D,,A,
20243,05654812,54,0,1,100,D,05,D,21,D,,A,
20243,05655492,28,0,1,100,D,04,D,20,D,,A,
20243,05655492,29,0,1,100,D,05,D,43,D,,A,
20243,05655492,30,0,1,100,D,06,D,73,D,,A,
20243,05655642,18,0,1,100,D,13,D,100,D,,A,
20243,05655642,19,0,1,110,D,05,D,5,D,,A,
20243,05655822,39,0,1,100,D,13,D,50,D,,A,
20243,05656142,52,0,1,100,D,13,D,120,D,,A,
20243,05656342,66,0,1,100,D,13,D,50,D,,A,
20243,05656382,38,0,1,100,D,05,D,40,D,,A,
20243,05656392,75,0,1,100,D,04,D,120,D,,A,
20243,05656392,76,0,1,100,D,05,D,100,D,,A,
20243,05656392,77,0,1,100,D,06,D,50,D,,A,
20243,05656792,27,0,1,100,D,04,D,35,D,1,D,
20243,05656792,28,0,1,100,D,05,D,35,D,1,D,
20243,05656812,29,0,1,100,D,05,D,50,D,,A,
20243,05656812,30,0,1,100,D,06,D,50,D,,A,
20243,05656962,49,0,1,100,D,05,D,60,D,,A,
20243,05656962,50,0,1,100,D,05,D,60,D,,A,
20243,05657052,76,0,1,100,D,06,D,150,D,2,D,2
20243,05657162,46,0,1,100,D,05,D,20,D,,A,
20243,05657432,32,0,1,100,D,06,D,25,D,1,D,
20243,05657872,52,0,1,100,D,06,D,74,D,,A,
20243,05657872,53,0,1,100,D,04,D,155,D,,A,
20243,05657972,41,0,1,100,D,04,D,100,D,,A,
20243,05657972,42,0,1,100,D,06,D,200,D,,A,
20243,05658232,33,0,1,100,D,06,D,20,D,,A,
20243,05658382,44,0,1,100,D,05,D,300,D,,A,
20243,05658642,30,0,1,100,D,13,D,33,D,,A,
20243,05658912,16,0,1,100,D,13,D,20,D,,A,
20243,05658952,34,0,2,100,D,13,D,1000,D,,A,
20243,05659012,19,0,1,100,D,13,D,400,D,,A,
20243,05659072,79,0,1,100,D,06,D,15,D,,A,
20243,05660212,17,0,1,100,D,13,D,280,D,,A,
20243,05660602,22,0,1,100,D,06,D,120,D,,A,
20243,05660602,23,0,1,100,D,05,D,80,D,,A,
20243,05660602,24,0,1,100,D,04,D,80,D,,A,
20243,05660812,48,0,1,100,D,13,D,200,D,,A,
20243,05660852,34,0,1,100,D,13,D,50,D,,A,
20243,05660992,26,0,1,100,D,06,D,60,D,,A,
20243,05661022,55,0,1,100,D,04,D,40,D,,A,
20243,05661022,56,0,1,100,D,05,D,40,D,,A,
20243,05661052,31,0,1,100,D,13,D,45,D,,A,
20243,05661232,41,0,1,100,D,04,D,92,D,,A,
20243,05661532,53,0,1,100,D,13,D,75,D,,A,
20243,05661792,27,0,1,100,D,13,D,40,D,,A,
20243,05661972,35,0,1,100,D,05,D,50,D,,A,
20243,05662132,12,0,1,100,D,13,D,25,D,,A,
20243,05662142,36,0,1,110,D,05,D,11,D,,A,
20243,05662254,23,0,2,100,D,04,D,20,D,,A,
20243,05662412,103,0,1,100,D,05,D,165,D,,A,
20243,05662412,104,0,1,100,D,05,D,15,D,,A,
20243,05662552,31,0,1,100,D,13,D,150,D,1,D,
20243,05662622,33,0,1,100,D,13,D,139,D,,A,
20243,05662972,34,0,1,100,D,04,D,120,D,,A,
20243,05662972,35,0,1,100,D,05,D,100,D,,A,
20243,05662972,36,0,1,100,D,06,D,100,D,,A,
20243,05663052,15,0,1,100,D,04,D,48,D,,A,
20243,05663112,94,0,1,100,D,06,D,30,D,,A,
20243,05663122,13,0,1,100,D,13,D,50,D,1,D,
20243,05663292,19,0,1,100,D,04,D,30,D,,A,
20243,05663292,20,0,1,100,D,05,D,50,D,,A,
20243,05663292,21,0,1,100,D,06,D,10,D,,A,
20243,05663342,15,0,1,100,D,13,D,200,D,,A,
20243,05663422,63,0,1,100,D,06,D,180,D,,A,
20243,05663572,57,0,1,100,D,06,D,100,D,,A,
20243,05663792,35,0,1,100,D,13,D,50,D,,A,
20243,05663792,36,0,2,100,D,04,D,250,D,,A,
20243,05663972,40,0,1,100,D,13,D,15,D,,A,
20243,05664012,48,0,1,100,D,04,D,60,D,,A,
20243,05664012,49,0,1,100,D,06,D,17,D,,A,
20243,05664152,38,0,2,100,D,04,D,450,D,,A,
20243,05664232,35,0,1,100,D,06,D,200,D,,A,
20243,05664582,19,0,1,100,D,06,D,165,D,,A,
20243,05664752,54,0,1,100,D,13,D,25,D,,A,
20243,05664812,35,0,1,100,D,06,D,30,D,,A,
20243,05664822,49,0,1,100,D,06,D,60,D,,A,
20243,05665222,56,0,1,100,D,13,D,50,D,1,D,
20243,05665292,52,0,1,100,D,06,D,60,D,,A,
20243,05665362,18,0,1,100,D,04,D,47,D,,A,
20243,05665952,52,0,1,100,D,13,D,150,D,,A,
20243,05666712,70,0,2,100,D,05,D,15,D,,A,
20243,05666732,46,0,1,100,D,07,D,76,D,,A,
20243,05666903,35,0,2,100,D,05,D,105,D,,A,
20243,05667082,27,0,1,100,D,05,D,20,D,,A,
20243,05667122,19,0,1,100,D,13,D,100,D,,A,
20243,05667432,47,0,1,100,D,07,D,25,D,,A,
20243,05667462,40,0,1,100,D,07,D,30,D,,A,
20243,05667672,22,0,1,100,D,13,D,100,D,,A,
20243,05667772,55,0,2,100,D,05,D,50,D,,A,
20243,05667792,24,0,1,100,D,13,D,600,D,,A,
20243,05667882,20,0,1,100,D,13,D,70,D,,A,
20243,05668122,42,0,1,100,D,05,D,300,D,,A,
20243,05668132,29,0,1,100,D,13,D,40,D,2,D,1
20243,05668152,29,0,1,100,D,13,D,25,D,,A,
20243,05668252,81,0,1,100,D,13,D,70,D,2,D,4
20243,05668272,29,0,1,100,D,07,D,20,D,,A,
20243,05668412,49,0,1,100,D,06,D,40,D,,A,
20243,05668412,50,0,1,100,D,07,D,40,D,,A,
20243,05668422,35,0,1,100,D,05,D,250,D,,A,
20243,05668462,71,0,1,100,D,06,D,25,D,,A,
20243,05668534,35,0,1,100,D,13,D,100,D,,A,
20243,05668722,93,0,1,100,D,05,D,25,D,,A,
20243,05668722,94,0,1,100,D,06,D,137,D,,A,
20243,05668752,31,0,1,100,D,13,D,60,D,,A,
20243,05668822,19,0,1,100,D,13,D,100,D,1,D,
20243,05668862,41,0,1,100,D,06,D,18,D,,A,
20243,05668872,39,0,1,100,D,05,D,200,D,,A,
20243,05669402,31,0,1,100,D,07,D,100,D,,A,
20243,05669562,23,0,1,110,D,06,D,20,D,,A,
20243,05669752,42,0,1,100,D,13,D,350,D,,A,
20243,05670742,37,0,1,100,D,07,D,60,D,,A,
20243,05671292,22,0,1,100,D,06,D,50,D,,A,
20243,05671542,35,0,1,110,D,06,D,10,D,,A,
20243,05671722,30,0,1,100,D,07,D,40,D,2,D,1
20243,05671862,63,0,1,110,D,06,D,60,D,,A,
20243,05671942,52,0,1,100,D,06,D,30,D,,A,
20243,05672142,30,0,1,100,D,06,D,35,D,,A,
20243,05672312,16,0,1,100,D,07,D,15,D,,A,
20243,05672362,75,0,1,100,D,06,D,150,D,,A,
20243,05672612,46,0,1,100,D,06,D,55,D,,A,
20243,05672702,12,0,1,100,D,06,D,12,D,,A,
20243,05672712,49,0,1,100,D,13,D,100,D,,A,
20243,05672802,31,0,1,100,D,13,D,50,D,,A,
20243,05673212,68,0,1,100,D,13,D,120,D,,A,
20243,05673382,23,0,1,100,D,13,D,30,D,,A,
20243,05673412,44,0,1,110,D,07,D,89,D,,A,
20243,05673682,52,0,1,100,D,13,D,40,D,,A,
20243,05673732,39,0,2,100,D,05,D,100,D,,A,
20243,05673772,16,0,1,100,D,13,D,350,D,,A,
20243,05674032,42,0,1,100,D,07,D,900,D,,A,
20243,05674632,47,0,1,100,D,06,D,45,D,,A,
20243,05674742,70,0,1,100,D,05,D,300,D,,A,
20243,05674742,71,0,1,100,D,06,D,50,D,,A,
20243,05674872,14,0,1,100,D,13,D,50,D,,A,
20243,05674902,14,0,1,100,D,13,D,60,D,,A,
20243,05675102,21,0,1,100,D,13,D,45,D,,A,
20243,05675282,21,0,1,100,D,13,D,55,D,,A,
20243,05675362,17,0,1,100,D,06,D,45,D,,A,
20243,05675882,22,0,1,100,D,13,D,400,D,2,D,1
20243,05676562,30,0,1,100,D,06,D,175,D,,A,
20243,05676612,43,0,1,100,D,06,D,300,D,,A,
20243,05676612,44,0,1,100,D,07,D,80,D,,A,
20243,05676622,55,0,1,100,D,13,D,150,D,,A,
20243,05676703,29,0,1,100,D,13,D,220,D,,A,
20243,05676822,40,0,1,100,D,05,D,200,D,1,D,
20243,05676862,33,0,1,100,D,13,D,80,D,,A,
20243,05677032,64,0,1,100,D,06,D,250,D,2,D,2
20243,05677282,47,0,1,100,D,13,D,20,D,,A,
20243,05677462,37,0,1,100,D,06,D,205,D,,A,
20243,05677482,20,0,1,100,D,06,D,100,D,2,D,4
20243,05677552,61,0,1,100,D,06,D,180,D,,A,
20243,05678212,11,0,1,100,D,07,D,14,D,,A,
20243,05678742,30,0,1,100,D,08,D,50,D,,A,
20243,05679142,46,0,2,100,D,06,D,100,D,,A,
20243,05680582,68,0,1,100,D,08,D,75,D,,A,
20243,05680582,69,0,1,100,D,13,D,50,D,,A,
20243,05680692,40,0,1,100,D,08,D,180,D,,A,
20243,05681052,40,0,2,100,D,06,D,40,D,1,D,
20243,05681352,68,0,2,100,D,06,D,20,D,2,D,1
20243,05681592,43,0,1,100,D,07,D,11,D,,A,
20243,05681612,34,0,1,100,D,13,D,200,D,,A,
20243,05681712,63,0,1,100,D,08,D,80,D,,A,
20243,05681912,41,0,1,100,D,06,D,100,D,,A,
20243,05681912,42,0,1,100,D,07,D,200,D,,A,
20243,05682042,18,0,1,100,D,08,D,17,D,1,D,
20243,05682172,14,0,1,100,D,13,D,120,D,,A,
20243,05682472,70,0,1,100,D,07,D,195,D,,A,
20243,05682522,27,0,1,110,D,08,D,50,D,,A,
20243,05682792,48,0,1,100,D,07,D,18,D,,A,
20243,05682792,49,0,2,100,D,06,D,30,D,,A,
20243,05682952,39,0,1,100,D,07,D,200,D,,A,
20243,05682972,24,0,1,100,D,06,D,200,D,,A,
20243,05682972,25,0,1,100,D,07,D,300,D,,A,
20243,05682972,26,0,1,100,D,08,D,200,D,,A,
20243,05683032,81,0,1,100,D,06,D,10,D,,A,
20243,05683032,82,0,1,100,D,07,D,100,D,,A,
20243,05683102,30,0,1,100,D,08,D,30,D,,A,
20243,05683172,92,0,1,100,D,06,D,17,D,2,D,1
20243,05683172,93,0,1,100,D,07,D,78,D,2,D,1
20243,05683172,94,0,1,100,D,08,D,109,D,2,D,1
20243,05683172,95,0,2,100,D,06,D,16,D,,A,
20243,05683382,17,0,1,100,D,13,D,6,D,2,D,2
20243,05683574,40,0,1,100,D,08,D,300,D,,A,
20243,05683574,41,0,1,100,D,06,D,14,D,,A,
20243,05683992,103,0,1,110,D,08,D,60,D,,A,
20243,05684022,14,0,1,100,D,13,D,40,D,,A,
20243,05684062,50,0,1,100,D,07,D,15,D,,A,
20243,05684102,60,0,1,100,D,13,D,480,D,,A,
20243,05685012,59,0,1,100,D,07,D,40,D,,A,
20243,05685472,15,0,1,100,D,07,D,200,D,,A,
20243,05685524,26,0,1,100,D,13,D,30,D,,A,
20243,05685602,47,0,2,100,D,06,D,100,D,,A,
20243,05685612,22,0,1,100,D,13,D,50,D,,A,
20243,05685662,82,0,1,100,D,06,D,24,D,,A,
20243,05685662,83,0,1,100,D,07,D,129,D,,A,
20243,05685662,84,0,1,100,D,08,D,30,D,,A,
20243,05685682,39,0,1,100,D,06,D,20,D,,A,
20243,05685682,40,0,1,100,D,07,D,20,D,,A,
20243,05686052,48,0,1,100,D,08,D,150,D,,A,
20243,05686092,56,0,2,100,D,06,D,150,D,,A,
20243,05686262,12,0,1,100,D,13,D,25,D,,A,
20243,05686292,44,0,1,100,D,13,D,150,D,,A,
20243,05686302,22,0,1,100,D,08,D,50,D,,A,
20243,05686452,26,0,1,110,D,13,D,1,D,,A,
20243,05686772,30,0,1,100,D,13,D,16,D,,A,
20243,05686772,31,0,1,110,D,06,D,8,D,,A,
20243,05686822,44,0,1,100,D,13,D,10,D,,A,
20243,05686822,45,0,1,110,D,13,D,1,D,,A,
20243,05686842,12,0,1,100,D,13,D,200,D,,A,
20243,05686932,79,0,1,100,D,07,D,150,D,,A,
20243,05686932,80,0,1,100,D,08,D,200,D,,A,
20243,05687322,40,0,1,100,D,13,D,30,D,,A,
20243,05687442,16,0,1,100,D,13,D,60,D,,A,
20243,05687482,43,0,1,100,D,08,D,100,D,,A,
20243,05687682,22,0,1,100,D,08,D,15,D,,A,
20243,05687782,16,0,1,100,D,13,D,300,D,,A,
20243,05688002,36,0,1,100,D,13,D,100,D,2,D,1
20243,05688182,36,0,1,100,D,08,D,400,D,,A,
20243,05688372,38,0,1,100,D,07,D,150,D,,A,
20243,05688472,8,0,1,100,D,07,D,45,D,,A,
20243,05688472,9,0,1,100,D,08,D,40,D,,A,
20243,05688472,10,0,2,100,D,06,D,30,D,,A,
20243,05688752,17,0,1,100,D,13,D,30,D,2,D,1
20243,05688902,74,0,1,100,D,07,D,14,D,,A,
20243,05688902,75,0,1,100,D,08,D,113,D,,A,
20243,05689182,36,0,1,100,D,08,D,210,D,,A,
20243,05689182,56,0,1,100,D,08,D,120,D,1,D,
20243,05689312,22,0,1,100,D,06,D,250,D,,A,
20243,05796121,68,0,1,100,D,05,D,30,D,,A,
20243,05796121,69,0,1,100,D,06,D,30,D,,A,
20243,05796271,26,0,1,100,D,13,D,50,D,,A,
20243,05796571,28,0,1,100,D,13,D,15,D,,A,
20243,05797031,18,0,1,100,D,04,D,50,D,,A,
20243,05797031,19,0,1,100,D,05,D,50,D,,A,
20243,05797031,20,0,1,100,D,06,D,50,D,,A,
20243,05797361,24,0,1,100,D,05,D,66,D,,A,
20243,05798091,58,0,1,100,D,05,D,50,D,,A,
20243,05798391,52,0,1,100,D,05,D,57,D,,A,
20243,05798471,41,0,1,100,D,05,D,39,D,,A,
20243,05798521,60,0,1,100,D,04,D,60,D,,A,
20243,05798521,61,0,1,100,D,06,D,23,D,,A,
20243,05798641,13,0,1,100,D,13,D,175,D,,A,
20243,05798701,34,0,1,100,D,04,D,35,D,,A,
20243,05798701,35,0,1,100,D,05,D,95,D,,A,
20243,05798701,36,0,1,100,D,06,D,120,D,,A,
20243,05798781,56,0,1,100,D,13,D,40,D,,A,
20243,05799312,13,0,1,100,D,13,D,25,D,,A,
20243,05799331,48,0,1,100,D,13,D,50,D,,A,
20243,05799331,49,0,1,100,D,13,D,20,D,,A,
20243,05799331,50,0,1,110,D,13,D,156,D,,A,
20243,05799341,45,0,1,100,D,13,D,20,D,,A,
20243,05799551,53,0,1,100,D,06,D,27,D,,A,
20243,05799871,23,0,1,100,D,13,D,125,D,,A,
20243,05799921,57,0,1,100,D,05,D,200,D,,A,
20243,05799941,46,0,1,100,D,04,D,45,D,,A,
20243,05800061,19,0,1,100,D,04,D,50,D,,A,
20243,05800151,27,0,1,100,D,13,D,15,D,2,D,2
20243,05800471,21,0,1,100,D,13,D,150,D,,A,
20243,05801111,32,0,1,100,D,06,D,36,D,,A,
20243,05801151,44,0,1,100,D,04,D,110,D,,A,
20243,05801381,30,0,1,100,D,06,D,250,D,,A,
20243,05801741,28,0,1,100,D,05,D,504,D,,A,
20243,05801781,29,0,1,100,D,13,D,100,D,,A,
20243,05801831,54,0,1,100,D,05,D,160,D,,A,
20243,05802041,29,0,1,100,D,05,D,50,D,,A,
20243,05802111,44,0,1,100,D,13,D,150,D,,A,
20243,05802604,20,0,1,100,D,04,D,50,D,,A,
20243,05802761,14,0,1,100,D,05,D,23,D,,A,
20243,05802761,15,0,1,100,D,04,D,15,D,,A,
20243,05802761,16,0,1,100,D,05,D,15,D,,A,
20243,05802931,65,0,1,100,D,05,D,40,D,,A,
20243,05802931,66,0,1,100,D,06,D,50,D,,A,
20243,05803041,52,0,1,100,D,13,D,70,D,,A,
20243,05803281,40,0,1,100,D,13,D,150,D,,A,
20243,05803321,42,0,1,100,D,13,D,90,D,,A,
20243,05803881,40,0,1,100,D,04,D,50,D,,A,
20243,05803981,30,0,1,100,D,05,D,35,D,1,D,
20243,05804051,12,0,1,100,D,13,D,56,D,,A,
20243,05804101,30,0,1,100,D,13,D,100,D,,A,
20243,05804191,27,0,1,100,D,13,D,20,D,2,D,1
20243,05804241,59,0,1,100,D,13,D,32,D,,A,
20243,05804311,32,0,1,100,D,13,D,50,D,,A,
20243,05804621,48,0,1,100,D,05,D,60,D,,A,
20243,05804621,49,0,1,100,D,06,D,300,D,,A,
20243,05804661,31,0,1,100,D,05,D,50,D,,A,
20243,05804761,20,0,1,100,D,13,D,50,D,,A,
20243,05805301,31,0,1,100,D,13,D,20,D,,A,
20243,05805561,42,0,1,100,D,05,D,20,D,,A,
20243,05805751,49,0,1,100,D,04,D,100,D,1,D,
20243,05805861,27,0,1,100,D,06,D,65,D,,A,
20243,05806581,36,0,1,100,D,13,D,30,D,,A,
20243,05806741,52,0,1,100,D,13,D,20,D,,A,
20243,05806821,40,0,1,100,D,06,D,60,D,,A,
20243,05806942,12,0,1,100,D,13,D,52,D,,A,
20243,05807321,22,0,1,100,D,07,D,20,D,,A,
20243,05807333,17,0,1,100,D,13,D,64,D,,A,
20243,05807581,54,0,1,100,D,06,D,34,D,,A,
20243,05807581,55,0,1,100,D,05,D,85,D,,A,
20243,05807861,29,0,1,100,D,13,D,361,D,,A,
20243,05808311,19,0,1,100,D,07,D,150,D,,A,
20243,05808671,48,0,1,100,D,07,D,50,D,,A,
20243,05808811,36,0,1,110,D,07,D,400,D,,A,
20243,05808861,17,0,1,100,D,07,D,35,D,,A,
20243,05808861,18,0,1,100,D,06,D,25,D,,A,
20243,05808871,46,0,1,100,D,13,D,50,D,,A,
20243,05809121,38,0,1,100,D,07,D,120,D,,A,
20243,05809231,37,0,1,100,D,05,D,250,D,,A,
20243,05809231,38,0,1,100,D,06,D,300,D,,A,
20243,05809421,49,0,1,100,D,06,D,30,D,,A,
20243,05809511,20,0,1,100,D,13,D,9,D,,A,
20243,05809721,26,0,1,100,D,06,D,95,D,,A,
20243,05809721,27,0,1,100,D,07,D,60,D,,A,
20243,05809741,19,0,1,100,D,05,D,500,D,,A,
20243,05809741,20,0,1,100,D,06,D,500,D,,A,
20243,05809951,26,0,1,100,D,13,D,60,D,2,D,1
20243,05809971,35,0,1,100,D,06,D,40,D,,A,
20243,05810131,38,0,1,100,D,07,D,15,D,2,D,4
20243,05810361,35,0,1,100,D,13,D,500,D,,A,
20243,05810371,60,0,1,100,D,05,D,28,D,,A,
20243,05811041,20,0,1,100,D,13,D,100,D,,A,
20243,05811711,10,0,1,100,D,13,D,50,D,,A,
20243,05811811,17,0,1,100,D,07,D,20,D,,A,
20243,05811821,22,0,1,100,D,05,D,35,D,,A,
20243,05811821,23,0,1,100,D,06,D,35,D,,A,
20243,05811821,24,0,1,100,D,07,D,24,D,,A,
20243,05812241,38,0,1,100,D,13,D,40,D,,A,
20243,05812351,49,0,1,100,D,07,D,60,D,,A,
20243,05812481,53,0,1,100,D,07,D,42,D,,A,
20243,05812481,54,0,1,100,D,06,D,42,D,,A,
20243,05812481,55,0,1,100,D,05,D,78,D,,A,
20243,05812791,42,0,1,100,D,07,D,100,D,,A,
20243,05812831,31,0,1,100,D,06,D,100,D,,A,
20243,05813121,42,0,1,100,D,07,D,30,D,,A,
20243,05813171,15,0,1,100,D,13,D,17,D,,A,
20243,05813171,16,0,1,100,D,13,D,50,D,,A,
20243,05813291,36,0,1,100,D,13,D,420,D,,A,
20243,05813291,37,0,1,110,D,13,D,30,D,,A,
20243,05813301,43,0,1,100,D,07,D,70,D,,A,
20243,05813611,36,0,1,100,D,07,D,200,D,,A,
20243,05813621,20,0,1,100,D,13,D,80,D,,A,
20243,05813741,37,0,1,100,D,07,D,100,D,,A,
20243,05813831,53,0,1,100,D,05,D,120,D,,A,
20243,05814051,29,0,1,100,D,05,D,50,D,,A,
20243,05814051,30,0,1,100,D,06,D,20,D,,A,
20243,05814051,31,0,1,100,D,07,D,31,D,,A,
20243,05814181,32,0,1,100,D,13,D,50,D,,A,
20243,05814432,21,0,1,100,D,06,D,300,D,,A,
20243,05814471,14,0,1,100,D,13,D,26,D,,A,
20243,05814571,39,0,1,100,D,05,D,100,D,2,D,1
20243,05814581,31,0,1,100,D,06,D,80,D,,A,
20243,05814581,32,0,1,100,D,06,D,100,D,,A,
20243,05814861,45,0,1,100,D,07,D,11,D,,A,
20243,05815013,53,0,1,100,D,05,D,24,D,,A,
20243,05815064,32,0,1,100,D,06,D,18,D,2,D,1
20243,05815064,33,0,1,100,D,07,D,49,D,2,D,1
20243,05815064,34,0,1,100,D,05,D,420,D,2,D,1
20243,05815064,35,0,1,100,D,06,D,429,D,2,D,1
20243,05815064,36,0,1,100,D,07,D,91,D,2,D,1
20243,05815141,49,0,1,100,D,07,D,60,D,,A,
20243,05815181,58,0,1,100,D,06,D,950,D,1,D,
20243,05815181,59,0,1,110,D,05,D,21,D,,A,
20243,05815221,14,0,1,100,D,05,D,36,D,,A,
20243,05815281,18,0,1,100,D,06,D,10,D,,A,
20243,05815321,45,0,1,100,D,13,D,300,D,,A,
20243,05815321,46,0,1,110,D,13,D,60,D,,A,
20243,05815341,61,0,1,100,D,06,D,70,D,,A,
20243,05815351,20,0,1,100,D,13,D,50,D,,A,
20243,05815391,37,0,1,100,D,05,D,20,D,,A,
20243,05815391,38,0,1,100,D,06,D,20,D,,A,
20243,05815391,39,0,1,100,D,07,D,40,D,,A,
20243,05815801,45,0,1,100,D,05,D,85,D,2,D,2
20243,05815801,46,0,1,100,D,06,D,30,D,2,D,2
20243,05815801,47,0,1,100,D,07,D,40,D,2,D,2
20243,05815821,31,0,1,100,D,13,D,120,D,,A,
20243,05816101,23,0,1,100,D,13,D,150,D,,A,
20243,05816181,31,0,1,100,D,13,D,25,D,,A,
20243,05816351,45,0,1,100,D,06,D,50,D,,A,
20243,05816351,46,0,1,100,D,07,D,50,D,,A,
20243,05816361,38,0,1,100,D,05,D,100,D,,A,
20243,05816361,39,0,1,100,D,06,D,100,D,,A,
20243,05816361,40,0,1,100,D,07,D,400,D,,A,
20243,05816901,40,0,1,100,D,06,D,65,D,,A,
20243,05816931,37,0,1,100,D,05,D,209,D,,A,
20243,05816931,38,0,1,100,D,06,D,196,D,,A,
20243,05816931,39,0,1,100,D,07,D,413,D,,A,
20243,05817051,49,0,1,100,D,13,D,125,D,,A,
20243,05817271,10,0,1,100,D,05,D,12,D,,A,
20243,05817411,42,0,1,100,D,13,D,40,D,,A,
20243,05817481,23,0,1,100,D,13,D,32,D,,A,
20243,05817971,34,0,1,100,D,13,D,100,D,1,D,
20243,05818091,18,0,1,100,D,13,D,200,D,,A,
20243,05818171,35,0,1,100,D,07,D,60,D,,A,
20243,05818401,51,0,1,110,D,07,D,120,D,,A,
20243,05818441,39,0,1,100,D,07,D,150,D,2,D,1
20243,05818551,36,0,1,100,D,06,D,50,D,,A,
20243,05818562,45,0,1,100,D,13,D,250,D,,A,
20243,05818851,36,0,1,100,D,08,D,200,D,,A,
20243,05818851,37,0,1,100,D,08,D,200,D,,A,
20243,05819181,36,0,1,100,D,06,D,45,D,,A,
20243,05819181,37,0,1,100,D,07,D,18,D,,A,
20243,05819181,38,0,1,100,D,08,D,17,D,,A,
20243,05819471,37,0,1,100,D,07,D,50,D,,A,
20243,05819743,18,0,1,110,D,08,D,15,D,,A,
20243,05820431,34,0,1,100,D,06,D,18,D,1,D,
20243,05820451,35,0,1,100,D,07,D,100,D,,A,
20243,05820451,36,0,1,100,D,08,D,100,D,,A,
20243,05820651,48,0,1,100,D,07,D,53,D,,A,
20243,05820801,17,0,1,100,D,13,D,8,D,,A,
20243,05821031,23,0,1,100,D,07,D,80,D,,A,
20243,05821181,31,0,1,100,D,08,D,100,D,,A,
20243,05821201,24,0,1,100,D,08,D,120,D,,A,
20243,05821311,24,0,1,100,D,08,D,200,D,,A,
20243,05821531,35,0,1,100,D,08,D,200,D,2,D,1
20243,05821701,20,0,1,100,D,06,D,55,D,,A,
20243,05821921,28,0,1,100,D,13,D,120,D,,A,
20243,05822001,20,0,1,100,D,06,D,60,D,,A,
20243,05822001,21,0,1,100,D,07,D,35,D,,A,
20243,05822001,22,0,1,100,D,08,D,20,D,,A,
20243,05822552,17,0,1,100,D,13,D,50,D,,A,
20243,05822691,44,0,1,100,D,06,D,50,D,,A,
20243,05822784,21,0,1,100,D,08,D,85,D,,A,
20243,05822784,22,0,1,100,D,08,D,65,D,,A,
20243,05822961,35,0,1,100,D,07,D,75,D,2,D,1
20243,05822991,46,0,1,100,D,08,D,70,D,2,D,1
20243,05823402,19,0,1,100,D,06,D,110,D,,A,
20243,05823402,20,0,1,100,D,07,D,11,D,,A,
20243,05823402,21,0,1,100,D,08,D,134,D,,A,
20243,05823481,23,0,1,100,D,08,D,58,D,,A,
20243,05823561,38,0,1,110,D,13,D,100,D,,A,
20243,05823591,30,0,1,100,D,13,D,30,D,,A,
20243,05823641,50,0,1,100,D,06,D,85,D,,A,
20243,05823641,51,0,1,100,D,07,D,85,D,,A,
20243,05823671,31,0,1,100,D,07,D,70,D,,A,
20243,05824031,57,0,1,100,D,13,D,100,D,,A,
20243,05824061,23,0,1,100,D,07,D,20,D,2,D,1
20243,05824391,33,0,1,100,D,07,D,50,D,,A,
20243,05824441,39,0,1,100,D,13,D,30,D,,A,
20243,05824501,30,0,1,100,D,08,D,40,D,,A,
20243,05824521,20,0,1,100,D,13,D,30,D,2,D,2
20243,05824611,46,0,1,100,D,08,D,200,D,,A,
20243,05824881,64,0,1,100,D,13,D,16,D,,A,
20243,05825021,32,0,1,100,D,13,D,30,D,,A,
20243,05825271,27,0,1,100,D,13,D,100,D,,A,
20243,05825401,65,0,1,100,D,06,D,36,D,,A,
20243,05825401,66,0,1,100,D,06,D,17,D,,A,
20243,05825401,67,0,1,100,D,07,D,243,D,,A,
20243,05825401,68,0,1,100,D,08,D,69,D,,A,
20243,05825721,24,0,1,100,D,06,D,15,D,,A,
20243,05825901,34,0,1,100,D,08,D,20,D,,A,
20243,05826221,49,0,1,100,D,13,D,50,D,,A,
20243,05826241,42,0,1,100,D,07,D,50,D,,A,
