QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,OTHLNDRX,OTHL_DRX,OTHDCLNX,OTHD_LNX,SAFDPSTX,SAFD_STX,JLDRYNET,JLDR_NET,JDRYCNET,JDRY_NET,JBNKSCQV,JBNK_CQV,SALONX,SALONX_,WIGSX,WIGSX_,JMLPAYQV,JMLP_YQV
20243,05589703,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05589743,33,0,1,,A,,A,,A,,A,,A,30,D,11,D,,A,,A
20243,05589753,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05589783,48,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20243,05589793,48,0,1,,A,,A,,A,,A,,A,,A,25,D,,A,,A
20243,05589813,20,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20243,05589823,37,0,1,,A,,A,,A,,A,,A,,A,690,D,,A,,A
20243,05589884,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05589893,33,0,1,,A,,A,,A,,A,80,D,,A,,A,,A,,A
20243,05589933,29,0,1,,A,,A,,A,240,D,,A,,A,,A,380,F,,A
20243,05589943,41,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20243,05589953,72,0,1,,A,,A,,A,,A,,A,21,D,75,D,,A,,A
20243,05589993,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05590013,28,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20243,05590033,35,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20243,05590043,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05590053,43,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20243,05590093,34,0,1,,A,,A,,A,,A,,A,,A,85,D,,A,,A
20243,05590183,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05590203,24,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20243,05590233,37,0,1,,A,,A,,A,,A,,A,,A,12,D,,A,,A
20243,05590243,34,0,1,,A,,A,,A,300,D,,A,,A,250,D,,A,,A
20243,05590263,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05590293,67,0,1,,A,,A,,A,,A,10,D,,A,140,D,,A,,A
20243,05590323,65,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20243,05590333,44,0,1,30,D,,A,,A,0,D,,A,,A,80,D,,A,,A
20243,05590353,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05590433,35,0,1,,A,,A,,A,,A,,A,,A,610,D,,A,,A
20243,05590453,24,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20243,05590493,40,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20243,05590513,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05590523,19,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20243,05590543,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05590563,28,0,1,,A,,A,,A,240,D,,A,15,D,30,D,,A,,A
20243,05590603,43,0,1,,A,,A,,A,,A,36,D,,A,,A,,A,,A
20243,05590623,53,0,1,,A,,A,,A,,A,,A,720,D,550,D,,A,3,D
20243,05590643,52,0,1,,A,,A,,A,,A,,A,,A,263,D,,A,,A
20243,05590683,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05590693,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05590703,12,0,1,,A,,A,,A,,A,180,D,,A,,A,,A,,A
20243,05590723,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05590733,63,0,1,,A,,A,,A,,A,100,D,,A,200,D,,A,900,D
20243,05590763,58,0,1,,A,,A,,A,,A,,A,,A,800,D,,A,,A
20243,05590853,36,0,1,24,D,,A,,A,66,D,,A,,A,1000,D,,A,,A
20243,05590863,25,0,1,,A,,A,,A,240,D,,A,,A,95,D,,A,,A
20243,05590883,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05590963,45,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05591053,46,0,1,,A,,A,,A,,A,55,D,,A,200,D,,A,,A
20243,05591063,39,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20243,05591093,15,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A
20243,05591103,28,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20243,05591113,43,0,1,,A,,A,15,D,,A,,A,,A,,A,,A,,A
20243,05591173,65,0,1,,A,,A,,A,,A,30,D,,A,300,D,,A,,A
20243,05591183,26,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20243,05591203,25,0,1,,A,,A,,A,150,D,,A,,A,40,D,,A,,A
20243,05591243,36,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20243,05591273,51,0,1,,A,,A,45,D,,A,75,D,,A,370,D,,A,,A
20243,05591313,58,0,1,,A,,A,125,D,,A,,A,,A,160,D,,A,,A
20243,05591323,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05591413,24,0,1,,A,,A,,A,,A,,A,,A,15,D,,A,,A
20243,05591483,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05591513,51,0,1,,A,,A,,A,,A,,A,,A,90,D,,A,,A
20243,05591533,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05591543,54,0,1,,A,,A,,A,,A,,A,18,D,160,D,,A,,A
20243,05591583,39,0,1,,A,,A,,A,,A,,A,30,D,,A,,A,175,D
20243,05591653,17,0,1,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20243,05591713,18,0,1,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20243,05591773,39,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A
20243,05591833,49,0,1,,A,,A,,A,,A,,A,15,D,175,D,,A,,A
20243,05591843,62,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20243,05591853,54,0,1,,A,,A,,A,,A,,A,,A,350,D,,A,,A
20243,05591933,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592003,45,0,1,,A,,A,,A,,A,,A,,A,225,D,,A,,A
20243,05592043,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592193,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592233,27,0,1,,A,,A,,A,,A,,A,15,D,,A,,A,75,D
20243,05592283,33,0,1,10,D,,A,50,D,0,D,,A,,A,50,D,,A,,A
20243,05592303,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592323,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592403,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592413,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592433,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592463,90,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592473,54,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20243,05592503,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592513,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592553,53,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592583,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592613,39,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592623,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592633,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592643,41,0,1,,A,,A,,A,,A,,A,81,D,180,D,,A,,A
20243,05592653,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592693,35,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20243,05592753,22,0,1,60,D,,A,,A,60,D,,A,,A,,A,,A,,A
20243,05592783,40,0,1,,A,,A,,A,,A,,A,,A,105,D,,A,,A
20243,05592793,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05592833,43,0,1,5,D,,A,,A,0,D,24,D,,A,20,D,,A,,A
20243,05592913,22,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20243,05592923,40,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20243,05592933,19,0,1,,A,,A,,A,120,D,,A,,A,175,D,,A,,A
20243,05592943,62,0,1,,A,,A,,A,,A,90,D,,A,250,D,,A,,A
20243,05592973,10,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05593013,40,0,1,,A,,A,75,D,,A,,A,,A,225,D,,A,,A
20243,05593053,82,0,1,,A,20,D,,A,,A,280,D,,A,230,D,,A,130,D
20243,05593073,72,0,1,,A,50,D,,A,,A,250,D,,A,600,D,,A,,A
20243,05593153,29,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A
20243,05593183,37,0,1,,A,,A,,A,,A,,A,,A,56,D,,A,,A
20243,05593223,21,0,1,,A,,A,,A,5,F,,A,36,D,180,D,,A,,A
20243,05593263,58,0,1,,A,,A,,A,,A,,A,,A,500,D,,A,,A
20243,05593283,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05593303,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05593313,21,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20243,05593323,53,0,1,18,D,,A,,A,0,D,,A,,A,80,D,,A,,A
20243,05593373,48,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05593413,32,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20243,05593433,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05593443,25,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20243,05593453,43,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20243,05593493,56,0,1,,A,,A,,A,,A,,A,,A,154,D,,A,,A
20243,05593533,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05593583,34,0,1,,A,,A,,A,,A,,A,36,D,,A,,A,,A
20243,05593653,77,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20243,05593723,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05593813,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05593833,33,0,1,,A,,A,,A,,A,,A,,A,250,D,,A,,A
20243,05593853,10,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05593863,24,0,1,,A,,A,,A,50,D,,A,,A,500,D,,A,,A
20243,05593883,60,0,1,60,D,,A,,A,0,D,,A,,A,50,D,,A,,A
20243,05593903,40,0,1,,A,,A,,A,,A,,A,30,F,250,D,,A,,A
20243,05593993,32,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20243,05594043,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05594123,18,0,1,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20243,05594143,38,0,1,,A,390,D,,A,,A,0,D,,A,215,D,,A,,A
20243,05594343,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05594353,61,0,1,,A,,A,,A,,A,,A,48,D,260,D,,A,,A
20243,05594373,38,0,1,,A,,A,,A,,A,,A,,A,500,D,,A,,A
20243,05594403,38,0,1,,A,,A,,A,,A,9,D,,A,15,D,,A,,A
20243,05594513,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05594543,21,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A
20243,05594553,23,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,,A
20243,05594563,28,0,1,,A,,A,,A,,A,,A,,A,1800,D,,A,,A
20243,05594603,23,0,1,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20243,05594813,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05594823,45,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20243,05594843,34,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20243,05594893,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05594903,45,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20243,05594923,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05594943,39,0,1,,A,,A,,A,,A,,A,,A,160,F,,A,,A
20243,05595003,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05595083,41,0,1,,A,,A,,A,,A,50,D,,A,500,D,,A,,A
20243,05595093,53,0,1,,A,,A,,A,,A,,A,45,D,,A,,A,,A
20243,05595113,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05595153,39,0,1,,A,,A,15,D,,A,,A,,A,380,D,,A,,A
20243,05595173,33,0,1,,A,,A,,A,,A,,A,,A,450,D,,A,,A
20243,05595183,15,0,1,,A,,A,,A,90,D,,A,,A,,A,,A,,A
20243,05595263,33,0,1,,A,,A,,A,,A,,A,,A,125,D,,A,,A
20243,05595313,33,0,1,25,D,,A,,A,47,D,,A,,A,150,D,,A,,A
20243,05595343,61,0,1,,A,,A,,A,,A,,A,,A,225,D,,A,,A
20243,05595353,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05595423,37,0,1,,A,,A,,A,,A,,A,,A,25,D,,A,,A
20243,05595443,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05595463,55,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,,A
20243,05595513,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05595573,44,0,1,,A,,A,,A,,A,,A,108,D,,A,,A,,A
20243,05595603,30,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20243,05595623,60,0,1,,A,,A,,A,,A,,A,450,D,,A,,A,,A
20243,05595713,25,0,1,60,D,,A,,A,120,D,,A,30,D,185,D,,A,,A
20243,05595793,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05595853,16,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20243,05595883,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05595913,50,0,1,,A,,A,,A,,A,,A,,A,650,D,,A,,A
20243,05595923,44,0,1,,A,,A,,A,25,D,,A,,A,120,D,,A,,A
20243,05595973,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05595983,48,0,1,,A,,A,,A,,A,,A,,A,335,D,,A,,A
20243,05596013,28,0,1,,A,,A,,A,,A,,A,,A,350,D,,A,,A
20243,05596093,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05596113,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05596153,56,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20243,05596163,51,0,1,,A,,A,,A,,A,,A,,A,130,D,,A,,A
20243,05596233,40,0,1,,A,,A,,A,,A,,A,,A,410,D,,A,,A
20243,05596253,38,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20243,05596273,27,0,1,,A,,A,,A,150,D,,A,,A,150,D,,A,,A
20243,05596283,33,0,1,,A,,A,,A,,A,90,D,,A,,A,,A,,A
20243,05596303,49,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20243,05596323,16,0,1,,A,,A,,A,,A,,A,,A,125,D,,A,,A
20243,05596353,30,0,1,,A,,A,,A,,A,,A,,A,1200,D,,A,,A
20243,05596393,34,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20243,05596453,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05596513,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05596533,49,0,1,,A,,A,,A,,A,,A,,A,320,D,,A,,A
20243,05596543,54,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20243,05596603,43,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05596623,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05596883,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05596953,72,0,1,,A,,A,,A,,A,15,D,,A,45,D,,A,,A
20243,05597033,24,0,1,,A,,A,,A,,A,,A,18,D,,A,,A,,A
20243,05597133,24,0,1,54,D,,A,,A,146,D,,A,36,D,460,D,,A,,A
20243,05597143,21,0,1,,A,,A,,A,,A,,A,,A,390,D,,A,,A
20243,05597153,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597183,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597213,70,0,1,,A,,A,,A,,A,,A,,A,350,D,,A,,A
20243,05597223,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597233,41,0,1,,A,,A,,A,,A,,A,,A,160,D,,A,,A
20243,05597243,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597293,18,0,1,,A,,A,,A,48,D,,A,,A,,A,,A,,A
20243,05597323,31,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20243,05597333,25,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,5400,D
20243,05597343,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597383,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597393,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597443,45,0,1,,A,,A,,A,,A,,A,,A,95,D,,A,,A
20243,05597463,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597503,63,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20243,05597553,45,0,1,,A,,A,,A,,A,,A,,A,25,D,,A,,A
20243,05597623,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597663,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597683,82,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20243,05597773,39,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20243,05597784,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597793,92,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20243,05597823,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597913,44,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597923,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05597933,30,0,1,,A,,A,,A,,A,,A,60,D,25,D,,A,,A
20243,05597963,39,0,1,,A,,A,,A,,A,,A,,A,250,D,,A,,A
20243,05597973,56,0,1,,A,,A,,A,,A,,A,,A,800,D,,A,,A
20243,05598003,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05598103,67,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20243,05598123,43,0,1,,A,,A,,A,,A,,A,,A,110,D,,A,,A
20243,05598133,43,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A
20243,05598173,30,0,1,,A,,A,,A,,A,,A,,A,929,D,,A,,A
20243,05598223,33,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20243,05598233,39,0,1,,A,,A,,A,,A,,A,,A,250,D,,A,,A
20243,05598253,49,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20243,05598303,51,0,1,,A,,A,10,D,,A,,A,,A,55,D,,A,,A
20243,05598323,65,0,1,,A,,A,,A,80,D,,A,36,D,,A,,A,,A
20243,05598333,14,0,1,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20243,05598353,40,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,1269,F
20243,05598373,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05598403,51,0,1,,A,,A,,A,,A,,A,,A,1260,D,,A,,A
20243,05598413,50,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20243,05598483,36,0,1,40,D,,A,,A,200,D,,A,,A,60,D,,A,,A
20243,05598503,33,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A
20243,05598523,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05598643,34,0,1,,A,,A,,A,,A,,A,,A,250,D,,A,,A
20243,05598683,52,0,1,,A,,A,,A,,A,,A,,A,330,D,,A,,A
20243,05598693,62,0,1,,A,,A,44,D,,A,96,D,,A,950,D,,A,,A
20243,05598723,37,0,1,,A,,A,,A,,A,50,D,,A,,A,,A,,A
20243,05598783,25,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20243,05598873,36,0,1,,A,,A,,A,,A,200,D,,A,500,D,,A,,A
20243,05598893,25,0,1,,A,,A,,A,,A,,A,75,D,,A,,A,,A
20243,05598933,20,0,1,,A,,A,,A,,A,180,D,,A,450,D,,A,,A
20243,05598953,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05599023,41,0,1,,A,,A,,A,100,D,,A,,A,380,D,,A,,A
20243,05599043,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05599053,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05599083,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05599153,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05599203,34,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20243,05599223,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05599233,58,0,1,,A,27,D,,A,,A,0,D,,A,36,D,,A,,A
20243,05599243,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05599313,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05599333,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05599363,49,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20243,05599413,49,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20243,05599463,46,0,1,,A,,A,,A,,A,10,D,,A,110,D,,A,,A
20243,05599533,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05599563,21,0,1,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20243,05599683,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05599723,32,0,1,,A,,A,,A,,A,30,D,,A,660,D,,A,,A
20243,05599793,54,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20243,05599843,16,0,1,,A,,A,,A,,A,,A,,A,70,D,,A,,A
20243,05599853,60,0,1,,A,,A,,A,,A,,A,,A,15,D,,A,,A
20243,05599863,32,0,1,,A,,A,,A,,A,,A,15,D,,A,,A,,A
20243,05599873,28,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,,A
20243,05599883,87,0,1,,A,,A,,A,,A,,A,,A,1500,D,,A,,A
20243,05599923,54,0,1,,A,20,D,,A,,A,14,D,,A,165,D,,A,,A
20243,05599953,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05599973,58,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05599993,46,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20243,05600043,45,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05600063,45,0,1,,A,,A,110,F,,A,,A,,A,,A,,A,,A
20243,05600103,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05600193,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05600233,62,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05600303,38,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A
20243,05600313,47,0,1,,A,,A,,A,,A,,A,,A,380,D,,A,,A
20243,05600353,24,0,1,,A,,A,,A,,A,,A,,A,70,D,,A,,A
20243,05600383,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05600393,21,0,1,,A,,A,,A,,A,,A,,A,115,D,,A,,A
20243,05600413,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05600433,41,0,1,,A,,A,,A,,A,,A,,A,235,D,,A,,A
20243,05600443,41,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20243,05600453,57,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20243,05600493,35,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20243,05600503,54,0,1,,A,,A,,A,,A,300,D,,A,,A,,A,,A
20243,05600513,21,0,1,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20243,05600523,36,0,1,,A,,A,,A,,A,300,D,,A,400,D,,A,,A
20243,05600543,30,0,1,,A,,A,,A,40,D,,A,27,D,40,D,,A,,A
20243,05600563,69,0,1,,A,,A,,A,,A,,A,,A,450,D,,A,,A
20243,05600573,54,0,1,,A,,A,,A,,A,,A,,A,211,D,,A,,A
20243,05600673,27,0,1,,A,,A,,A,,A,,A,,A,73,D,,A,,A
20243,05600693,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05600743,56,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05600753,30,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20243,05600773,22,0,1,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20243,05600793,29,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A
20243,05600803,49,0,1,,A,,A,,A,,A,36,D,36,D,1000,D,,A,,A
20243,05600903,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05600993,69,0,1,,A,,A,,A,,A,40,D,,A,190,D,,A,,A
20243,05601003,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05601023,57,0,1,,A,,A,,A,,A,,A,90,D,200,D,,A,,A
20243,05601083,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05601093,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05601123,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05601213,62,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20243,05601233,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05601283,31,0,1,,A,,A,45,D,,A,,A,75,D,,A,,A,,A
20243,05601333,47,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20243,05601393,83,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20243,05601453,28,0,1,,A,,A,,A,,A,40,D,,A,120,D,,A,,A
20243,05601483,53,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20243,05601493,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05601553,73,0,1,,A,,A,,A,,A,,A,,A,420,D,,A,,A
20243,05601593,39,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20243,05601603,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05601613,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05601633,17,0,1,,A,,A,,A,90,D,,A,,A,90,D,,A,,A
20243,05601653,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05601673,26,0,1,,A,,A,,A,,A,,A,,A,88,D,,A,,A
20243,05601723,41,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20243,05601733,37,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A
20243,05601743,47,0,1,,A,,A,,A,,A,,A,,A,160,D,,A,,A
20243,05601813,60,0,1,,A,,A,,A,,A,,A,33,D,210,D,,A,,A
